HHPPPPPPPPPPHPPPHPPH,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPHPPPHHPPPPHPPPHPPP,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPPPHPPPHPPHHPHPPPPP,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
