start,1498360586.792602
Start Anneal,0.0037288665771484375,1
Score Iteration,-3,8,0.9558895783575597
Score Iteration,-4,11,0.9416228069143758
Score Iteration,-5,12,0.936914692879804
Score Iteration,-6,19,0.9046104802746177
Score Iteration,-7,33,0.8433051360508338
Score Iteration,-8,34,0.8390886103705796
Score Iteration,-9,42,0.8061065909263959
Score Iteration,-10,55,0.7552531090661899
Score Iteration,-11,59,0.7402609576967047
Score Iteration,-12,79,0.6696478204705646
Score Iteration,-13,91,0.6305556603555869
Score Iteration,-14,113,0.5647174463480734
Score Iteration,-15,141,0.4907693883854628
Score Iteration,-16,154,0.4598090507939751
Score Iteration,-17,381,0.1473726336968321
Result SA test140,0.0037288665771484375,8.493701934814453,919,-17
Start Anneal,8.493705034255981,1.1
Score Iteration,-18,1494,0.061303771628119404
Result SA test140,8.493705034255981,17.007833003997803,1857,-18
Start Anneal,17.007835865020752,1.2100000000000002
Result SA test140,17.007835865020752,39.93917202949524,2814,-18
Start Anneal,39.93917489051819,1.3310000000000004
Result SA test140,39.93917489051819,46.43781399726868,3790,-18
Start Anneal,46.437816858291626,1.4641000000000006
Result SA test140,46.437816858291626,52.840370893478394,4785,-18
Start Anneal,52.84037399291992,1.6105100000000008
Score Iteration,-19,5305,0.11824655431203199
Score Iteration,-21,5352,0.09342719054848875
Result SA test140,52.84037399291992,59.07275986671448,5799,-21
Start Anneal,59.072762966156006,1.771561000000001
Result SA test140,59.072762966156006,69.78904104232788,6832,-21
Start Anneal,69.78904390335083,1.9487171000000014
Result SA test140,69.78904390335083,80.40443682670593,7884,-21
Start Anneal,80.40443897247314,2.1435888100000016
Result SA test140,80.40443897247314,87.5664439201355,8955,-21
Start Anneal,87.56644797325134,2.357947691000002
Result SA test140,87.56644797325134,99.29068493843079,10045,-21
Start Anneal,99.29068803787231,2.5937424601000023
Result SA test140,99.29068803787231,104.72051787376404,11154,-21
Start Anneal,104.72052097320557,2.853116706110003
Result SA test140,104.72052097320557,114.92602682113647,12282,-21
Start Anneal,114.926029920578,3.1384283767210035
Result SA test140,114.926029920578,124.1157488822937,13429,-21
Start Anneal,124.11575198173523,3.4522712143931042
Result SA test140,124.11575198173523,135.22132897377014,14595,-21
Start Anneal,135.221333026886,3.797498335832415
Result SA test140,135.221333026886,151.67388892173767,15780,-21
