start,1498266763.465349
Start Anneal,0.00304412841796875,1
Score Iteration,-5,7,0.960693043575437
Score Iteration,-6,10,0.9463545798134431
Score Iteration,-9,15,0.9229311239742363
Score Iteration,-11,23,0.8866535105013079
Score Iteration,-12,24,0.8822202429488014
Score Iteration,-13,56,0.751476843520859
Score Iteration,-14,336,0.18466228760131234
Score Iteration,-15,382,0.14663577052834795
Result SA test139,0.00304412841796875,11.434194087982178,919,-15
Start Anneal,11.434196949005127,1.1
Score Iteration,-16,1050,0.5675960227230868
Score Iteration,-17,1645,0.028758907722181034
Result SA test139,11.434196949005127,23.483897924423218,1857,-17
Start Anneal,23.483901977539062,1.2100000000000002
Result SA test139,23.483901977539062,33.68930506706238,2814,-17
Start Anneal,33.68930912017822,1.3310000000000004
Score Iteration,-18,3293,0.12002088185408902
Result SA test139,33.68930912017822,41.62972593307495,3790,-18
Start Anneal,41.629729986190796,1.4641000000000006
Result SA test139,41.629729986190796,51.38775014877319,4785,-18
Start Anneal,51.387752056121826,1.6105100000000008
Result SA test139,51.387752056121826,62.53268003463745,5799,-18
Start Anneal,62.532684087753296,1.771561000000001
Result SA test139,62.532684087753296,70.64046311378479,6832,-18
Start Anneal,70.64046692848206,1.9487171000000014
Result SA test139,70.64046692848206,76.14630007743835,7884,-18
Start Anneal,76.1463029384613,2.1435888100000016
Result SA test139,76.1463029384613,83.79720711708069,8955,-18
Start Anneal,83.79720997810364,2.357947691000002
Result SA test139,83.79720997810364,98.59375715255737,10045,-18
Start Anneal,98.59376096725464,2.5937424601000023
Result SA test139,98.59376096725464,105.5358989238739,11154,-18
Start Anneal,105.53590202331543,2.853116706110003
Result SA test139,105.53590202331543,114.94698715209961,12282,-18
Start Anneal,114.94699096679688,3.1384283767210035
Score Iteration,-19,12620,0.5737683586170791
Result SA test139,114.94699096679688,126.81066393852234,13429,-19
Start Anneal,126.81066703796387,3.4522712143931042
Result SA test139,126.81066703796387,137.4883120059967,14595,-19
Start Anneal,137.48831510543823,3.797498335832415
Result SA test139,137.48831510543823,147.29227805137634,15780,-19
