start,1497700156.567786
Start Anneal,0.0028700828552246094,1
Score Iteration,-4,0,0.995
Score Iteration,-5,14,0.927568968818328
Score Iteration,-6,16,0.9183164683543651
Score Iteration,-7,17,0.9137248860125933
Score Iteration,-8,48,0.7822236754458716
Score Iteration,-9,80,0.6662995813682118
Score Iteration,-10,137,0.5007087062458532
Score Iteration,-11,206,0.3543053533848486
Score Iteration,-12,238,0.30179795887957217
Score Iteration,-14,239,0.30028896908517433
Score Iteration,-15,481,0.08927398464131818
Result SA test133,0.0028700828552246094,13.095463037490845,919,-15
Start Anneal,13.095466136932373,1.1
Result SA test133,13.095466136932373,20.796226978302002,1857,-15
Start Anneal,20.796231031417847,1.2100000000000002
Result SA test133,20.796231031417847,31.15054702758789,2814,-15
Start Anneal,31.150548934936523,1.3310000000000004
Result SA test133,31.150548934936523,52.27534508705139,3790,-15
Start Anneal,52.275349140167236,1.4641000000000006
Result SA test133,52.275349140167236,68.99992203712463,4785,-15
Start Anneal,68.99992513656616,1.6105100000000008
Score Iteration,-16,5291,0.12684266668640098
Result SA test133,68.99992513656616,78.58538508415222,5799,-16
Start Anneal,78.58538794517517,1.771561000000001
Result SA test133,78.58538794517517,90.24135208129883,6832,-16
Start Anneal,90.24135494232178,1.9487171000000014
Result SA test133,90.24135494232178,96.16692900657654,7884,-16
Start Anneal,96.16693210601807,2.1435888100000016
Result SA test133,96.16693210601807,111.4226450920105,8955,-16
Start Anneal,111.42264795303345,2.357947691000002
Result SA test133,111.42264795303345,127.68120193481445,10045,-16
Start Anneal,127.6812059879303,2.5937424601000023
Result SA test133,127.6812059879303,145.46626091003418,11154,-16
Start Anneal,145.46626591682434,2.853116706110003
Result SA test133,145.46626591682434,160.04221296310425,12282,-16
Start Anneal,160.0422170162201,3.1384283767210035
Result SA test133,160.0422170162201,174.03003811836243,13429,-16
Start Anneal,174.03004097938538,3.4522712143931042
Result SA test133,174.03004097938538,192.33988213539124,14595,-16
Start Anneal,192.33988499641418,3.797498335832415
Result SA test133,192.33988499641418,211.47506499290466,15780,-16
Start Anneal,211.4750680923462,4.177248169415656
Result SA test133,211.4750680923462,224.21276593208313,16984,-16
Start Anneal,224.21276998519897,4.594972986357222
Result SA test133,224.21276998519897,241.34811997413635,18207,-16
Start Anneal,241.3481240272522,5.054470284992944
Result SA test133,241.3481240272522,254.00173807144165,19449,-16
Start Anneal,254.0017421245575,5.559917313492239
Result SA test133,254.0017421245575,268.5443329811096,20710,-16
Start Anneal,268.54433608055115,6.115909044841463
Result SA test133,268.54433608055115,280.8522469997406,21991,-16
