start,1497583665.03967
Start Anneal,0.003197908401489258,1
Score Iteration,-8,0,0.995
Score Iteration,-9,1,0.990025
Score Iteration,-10,5,0.9703725093562657
Score Iteration,-11,11,0.9416228069143758
Score Iteration,-12,520,0.0734218069506129
Result SA test133,0.003197908401489258,8.169610023498535,919,-12
Start Anneal,8.169613122940063,1.1
Score Iteration,-13,1456,0.07416689990499108
Result SA test133,8.169613122940063,17.464788913726807,1857,-13
Start Anneal,17.46479296684265,1.2100000000000002
Result SA test133,17.46479296684265,23.769974946975708,2814,-13
Start Anneal,23.769978046417236,1.3310000000000004
Score Iteration,-14,3498,0.04295249206724497
Score Iteration,-15,3531,0.036404077554261664
Score Iteration,-16,3604,0.02524846182317108
Result SA test133,23.769978046417236,31.03421401977539,3790,-16
Start Anneal,31.03421711921692,1.4641000000000006
Score Iteration,-17,4195,0.19131169670629314
Result SA test133,31.03421711921692,43.31867289543152,4785,-17
Start Anneal,43.31867599487305,1.6105100000000008
Result SA test133,43.31867599487305,46.32583689689636,5799,-17
Start Anneal,46.32583999633789,1.771561000000001
Result SA test133,46.32583999633789,52.58010697364807,6832,-17
Start Anneal,52.5801100730896,1.9487171000000014
Result SA test133,52.5801100730896,58.2319700717926,7884,-17
Start Anneal,58.23197293281555,2.1435888100000016
Result SA test133,58.23197293281555,63.892131090164185,8955,-17
Start Anneal,63.892133951187134,2.357947691000002
Result SA test133,63.892133951187134,69.94118595123291,10045,-17
Start Anneal,69.94118905067444,2.5937424601000023
Result SA test133,69.94118905067444,77.89300394058228,11154,-17
Start Anneal,77.8930070400238,2.853116706110003
Result SA test133,77.8930070400238,85.63592600822449,12282,-17
Start Anneal,85.63592910766602,3.1384283767210035
Result SA test133,85.63592910766602,90.7097339630127,13429,-17
Start Anneal,90.70973706245422,3.4522712143931042
Result SA test133,90.70973706245422,95.86655592918396,14595,-17
Start Anneal,95.8665599822998,3.797498335832415
Result SA test133,95.8665599822998,102.66183495521545,15780,-17
Start Anneal,102.6618390083313,4.177248169415656
Result SA test133,102.6618390083313,118.18786191940308,16984,-17
Start Anneal,118.18786597251892,4.594972986357222
Result SA test133,118.18786597251892,126.42184901237488,18207,-17
Start Anneal,126.4218521118164,5.054470284992944
Result SA test133,126.4218521118164,131.34174704551697,19449,-17
Start Anneal,131.34174990653992,5.559917313492239
Result SA test133,131.34174990653992,142.1842920780182,20710,-17
Start Anneal,142.18429493904114,6.115909044841463
Result SA test133,142.18429493904114,165.6931929588318,21991,-17
