start,1497516575.707877
Start Anneal,0.0011739730834960938,1
Score Iteration,-2,0,0.995
Score Iteration,-3,1,0.990025
Score Iteration,-4,4,0.9752487531218751
Score Iteration,-5,32,0.8475428503023456
Score Iteration,-6,295,0.2267941775198589
Result SA test139,0.0011739730834960938,0.37679600715637207,919,-6
Start Anneal,0.3767991065979004,1.1
Result SA test139,0.3767991065979004,0.780515193939209,1857,-6
Start Anneal,0.7805180549621582,1.2100000000000002
Result SA test139,0.7805180549621582,1.4129931926727295,2814,-6
Start Anneal,1.4129960536956787,1.3310000000000004
Result SA test139,1.4129960536956787,1.8795909881591797,3790,-6
Start Anneal,1.879594087600708,1.4641000000000006
Result SA test139,1.879594087600708,2.299704074859619,4785,-6
Start Anneal,2.299708127975464,1.6105100000000008
Result SA test139,2.299708127975464,3.2131760120391846,5799,-6
Start Anneal,3.213179111480713,1.771561000000001
Result SA test139,3.213179111480713,3.8728010654449463,6832,-6
Start Anneal,3.8728041648864746,1.9487171000000014
Result SA test139,3.8728041648864746,4.3801209926605225,7884,-6
Start Anneal,4.380124092102051,2.1435888100000016
Result SA test139,4.380124092102051,4.979340076446533,8955,-6
Start Anneal,4.979345083236694,2.357947691000002
Result SA test139,4.979345083236694,5.365732192993164,10045,-6
Start Anneal,5.365735054016113,2.5937424601000023
Result SA test139,5.365735054016113,6.022508144378662,11154,-6
Start Anneal,6.022511005401611,2.853116706110003
Result SA test139,6.022511005401611,6.643189191818237,12282,-6
Start Anneal,6.6431920528411865,3.1384283767210035
Result SA test139,6.6431920528411865,7.429545164108276,13429,-6
Start Anneal,7.429547071456909,3.4522712143931042
Result SA test139,7.429547071456909,8.047544002532959,14595,-6
Start Anneal,8.047546148300171,3.797498335832415
Result SA test139,8.047546148300171,8.48878812789917,15780,-6
Start Anneal,8.48879098892212,4.177248169415656
Result SA test139,8.48879098892212,9.122552156448364,16984,-6
Start Anneal,9.122555017471313,4.594972986357222
Result SA test139,9.122555017471313,9.541282176971436,18207,-6
Start Anneal,9.541285037994385,5.054470284992944
Result SA test139,9.541285037994385,10.170128107070923,19449,-6
Start Anneal,10.170130968093872,5.559917313492239
Result SA test139,10.170130968093872,10.72842812538147,20710,-6
Start Anneal,10.728430986404419,6.115909044841463
Result SA test139,10.728430986404419,11.375072002410889,21991,-6
