start,1498231307.335374
Start Anneal,0.002714872360229492,1
Score Iteration,-1,3,0.9801495006250001
Score Iteration,-2,5,0.9703725093562657
Score Iteration,-3,6,0.9655206468094844
Score Iteration,-4,8,0.9558895783575597
Score Iteration,-5,10,0.9463545798134431
Score Iteration,-6,41,0.8101573778154733
Score Iteration,-7,68,0.7076077347272665
Score Iteration,-9,73,0.6900935609921611
Score Iteration,-10,85,0.6498078359349757
Score Iteration,-11,98,0.6088145090359076
Score Iteration,-12,291,0.23138733160119127
Score Iteration,-13,308,0.21248679717794633
Score Iteration,-14,367,0.1580861105294994
Score Iteration,-15,383,0.1459025916757062
Result SA test131,0.002714872360229492,11.094608783721924,919,-15
Start Anneal,11.094612836837769,1.1
Result SA test131,11.094612836837769,22.134830951690674,1857,-15
Start Anneal,22.134833812713623,1.2100000000000002
Result SA test131,22.134833812713623,35.004538774490356,2814,-15
Start Anneal,35.004541873931885,1.3310000000000004
Result SA test131,35.004541873931885,45.793158769607544,3790,-15
Start Anneal,45.79316186904907,1.4641000000000006
Result SA test131,45.79316186904907,52.77695393562317,4785,-15
Start Anneal,52.77695679664612,1.6105100000000008
Score Iteration,-16,5664,0.01955575024347846
Score Iteration,-17,5681,0.017958367499611157
Result SA test131,52.77695679664612,58.85582494735718,5799,-17
Start Anneal,58.85582780838013,1.771561000000001
Result SA test131,58.85582780838013,66.18918776512146,6832,-17
Start Anneal,66.18919086456299,1.9487171000000014
Result SA test131,66.18919086456299,72.72283697128296,7884,-17
Start Anneal,72.72283983230591,2.1435888100000016
Result SA test131,72.72283983230591,81.03195881843567,8955,-17
Start Anneal,81.0319619178772,2.357947691000002
Result SA test131,81.0319619178772,87.40386486053467,10045,-17
Start Anneal,87.4038667678833,2.5937424601000023
Result SA test131,87.4038667678833,95.33886098861694,11154,-17
Start Anneal,95.33886384963989,2.853116706110003
Result SA test131,95.33886384963989,106.54947876930237,12282,-17
Start Anneal,106.54948282241821,3.1384283767210035
Result SA test131,106.54948282241821,113.99512386322021,13429,-17
Start Anneal,113.99512696266174,3.4522712143931042
Result SA test131,113.99512696266174,120.99334979057312,14595,-17
Start Anneal,120.99335289001465,3.797498335832415
Result SA test131,120.99335289001465,128.5734579563141,15780,-17
