start,1498303004.978082
Start Anneal,0.002827167510986328,1
Score Iteration,-1,9,0.951110130465772
Score Iteration,-3,10,0.9463545798134431
Score Iteration,-5,11,0.9416228069143758
Score Iteration,-8,19,0.9046104802746177
Score Iteration,-9,38,0.8224322824348488
Score Iteration,-10,39,0.8183201210226745
Score Iteration,-11,60,0.7365596529082212
Score Iteration,-12,64,0.7219385759785164
Result SA test139,0.002827167510986328,8.342535972595215,919,-12
Start Anneal,8.342539072036743,1.1
Score Iteration,-13,1416,0.09063311288533746
Score Iteration,-15,1437,0.08157772545710881
Score Iteration,-16,1439,0.08076398764567416
Result SA test139,8.342539072036743,16.118771076202393,1857,-16
Start Anneal,16.118776082992554,1.2100000000000002
Result SA test139,16.118776082992554,24.107630968093872,2814,-16
Start Anneal,24.107635021209717,1.3310000000000004
Score Iteration,-17,3268,0.13604412595762025
Result SA test139,24.107635021209717,31.492541074752808,3790,-17
Start Anneal,31.492544174194336,1.4641000000000006
Result SA test139,31.492544174194336,38.980648040771484,4785,-17
Start Anneal,38.98064994812012,1.6105100000000008
Score Iteration,-18,5203,0.19716701352028013
Score Iteration,-19,5207,0.1932531498416252
Result SA test139,38.98064994812012,52.956315994262695,5799,-19
Start Anneal,52.956319093704224,1.771561000000001
Result SA test139,52.956319093704224,61.07141613960266,6832,-19
Start Anneal,61.071418046951294,1.9487171000000014
Result SA test139,61.071418046951294,71.3529851436615,7884,-19
Start Anneal,71.35298800468445,2.1435888100000016
Result SA test139,71.35298800468445,79.16189312934875,8955,-19
Start Anneal,79.16189503669739,2.357947691000002
Result SA test139,79.16189503669739,87.10436797142029,10045,-19
Start Anneal,87.10437107086182,2.5937424601000023
Result SA test139,87.10437107086182,95.5925841331482,11154,-19
Start Anneal,95.59258699417114,2.853116706110003
Result SA test139,95.59258699417114,102.12668800354004,12282,-19
Start Anneal,102.12669110298157,3.1384283767210035
Result SA test139,102.12669110298157,110.00405812263489,13429,-19
Start Anneal,110.00406098365784,3.4522712143931042
Result SA test139,110.00406098365784,122.28958702087402,14595,-19
Start Anneal,122.28959107398987,3.797498335832415
Result SA test139,122.28959107398987,141.45188307762146,15780,-19
