start,33.5668321478805
Start Anneal,0.008378704732471931,1
Score Iteration,-1,0,0.995
Score Iteration,-2,63,0.7255664080186095
Score Iteration,-3,388,0.14229132060898256
Result SA test133,0.008378704732471931,6.575581210444298,919,-3
