start,1498246873.488712
Start Anneal,0.0027618408203125,1
Score Iteration,-2,5,0.9703725093562657
Score Iteration,-4,7,0.960693043575437
Score Iteration,-5,9,0.951110130465772
Score Iteration,-7,14,0.927568968818328
Score Iteration,-9,21,0.8955869907338784
Score Iteration,-11,26,0.8734200960253872
Score Iteration,-12,29,0.8603841919146964
Result SA test136,0.0027618408203125,10.891427993774414,919,-12
Start Anneal,10.891430854797363,1.1
Score Iteration,-13,1012,0.6866924544078933
Score Iteration,-14,1075,0.5007447010635347
Result SA test136,10.891430854797363,32.12241291999817,1857,-14
Start Anneal,32.1224160194397,1.2100000000000002
Score Iteration,-15,2318,0.11941219317202963
Result SA test136,32.1224160194397,41.70548987388611,2814,-15
Start Anneal,41.70549392700195,1.3310000000000004
Score Iteration,-16,3272,0.13334358212032607
Result SA test136,41.70549392700195,52.9896559715271,3790,-16
Start Anneal,52.989660024642944,1.4641000000000006
Result SA test136,52.989660024642944,60.844691038131714,4785,-16
Start Anneal,60.84469485282898,1.6105100000000008
Result SA test136,60.84469485282898,68.15788793563843,5799,-16
Start Anneal,68.15789103507996,1.771561000000001
Result SA test136,68.15789103507996,75.12212681770325,6832,-16
Start Anneal,75.12213182449341,1.9487171000000014
Score Iteration,-17,7671,0.02891589389863389
Result SA test136,75.12213182449341,81.21378684043884,7884,-17
Start Anneal,81.21378993988037,2.1435888100000016
Result SA test136,81.21378993988037,88.2501528263092,8955,-17
Start Anneal,88.25015592575073,2.357947691000002
Result SA test136,88.25015592575073,95.48094081878662,10045,-17
Start Anneal,95.48094296455383,2.5937424601000023
Score Iteration,-18,11078,0.014554334186318432
Result SA test136,95.48094296455383,101.98897290229797,11154,-18
Start Anneal,101.98897695541382,2.853116706110003
Result SA test136,101.98897695541382,112.02937197685242,12282,-18
Start Anneal,112.02937483787537,3.1384283767210035
Result SA test136,112.02937483787537,117.71315693855286,13429,-18
Start Anneal,117.71316003799438,3.4522712143931042
Result SA test136,117.71316003799438,123.91829895973206,14595,-18
Start Anneal,123.918301820755,3.797498335832415
Score Iteration,-19,15615,0.022743800309813763
Result SA test136,123.918301820755,132.8739869594574,15780,-19
