start,36238.18489146783
Start Anneal,0.004857735548284836,1
Score Iteration,-1,5,0.9703725093562657
Score Iteration,-2,19,0.9046104802746177
Score Iteration,-3,53,0.7628626641409965
Score Iteration,-4,58,0.7439808620067384
Score Iteration,-5,127,0.526446612445027
Result SA test130,0.004857735548284836,7.090140489606711,919,-5
Start Anneal,7.090149722898786,1.1
Score Iteration,-6,1852,0.010189434963469596
Result SA test130,7.090149722898786,14.720680719045049,1857,-6
Start Anneal,14.72068892641255,1.2100000000000002
Result SA test130,14.72068892641255,25.709359681721253,2814,-6
Start Anneal,25.709367889081477,1.3310000000000004
Result SA test130,25.709367889081477,33.76278964312223,3790,-6
Start Anneal,33.76279785048973,1.4641000000000006
Result SA test130,33.76279785048973,43.15343570656114,4785,-6
