start,21457.381836480516
Start Anneal,0.00619245866255369,1
Score Iteration,-1,4,0.9752487531218751
Score Iteration,-2,7,0.960693043575437
Score Iteration,-3,14,0.927568968818328
Score Iteration,-4,31,0.8518018596003473
Score Iteration,-5,37,0.8265651079747224
Score Iteration,-6,177,0.40974000909221325
Result SA test143,0.00619245866255369,8.129938013858919,919,-6
Start Anneal,8.129947247147356,1.1
Result SA test143,8.129947247147356,16.075732456240075,1857,-6
Start Anneal,16.075739637686638,1.2100000000000002
Result SA test143,16.075739637686638,24.128451454449532,2814,-6
Start Anneal,24.128459661817033,1.3310000000000004
Result SA test143,24.128459661817033,33.5251945659038,3790,-6
Start Anneal,33.52521200655974,1.4641000000000006
Result SA test143,33.52521200655974,41.416734206461115,4785,-6
