start,24084.11726789052
Start Anneal,0.006059088944311952,1
Score Iteration,-1,4,0.9752487531218751
Score Iteration,-2,7,0.960693043575437
Score Iteration,-3,18,0.9091562615825303
Score Iteration,-4,98,0.6088145090359076
Score Iteration,-5,284,0.23965031961336028
Result SA test141,0.006059088944311952,6.643907978999778,919,-5
Start Anneal,6.6439172122882155,1.1
Result SA test141,6.6439172122882155,13.325953542200295,1857,-5
Start Anneal,13.325960723646858,1.2100000000000002
Score Iteration,-6,2200,0.2157372541530271
Result SA test141,13.325960723646858,20.21867606957676,2814,-6
Start Anneal,20.218691458390822,1.3310000000000004
Result SA test141,20.218691458390822,27.33000080021884,3790,-6
Start Anneal,27.33001003350728,1.4641000000000006
Result SA test141,27.33001003350728,37.020575869930326,4785,-6
