start,23609.895114974956
Start Anneal,0.005480469546455424,1
Score Iteration,-1,2,0.985074875
Score Iteration,-2,10,0.9463545798134431
Score Iteration,-3,20,0.9000874278732446
Score Iteration,-4,26,0.8734200960253872
Score Iteration,-5,391,0.14016760486247842
Score Iteration,-6,490,0.08533607153708889
Result SA test143,0.005480469546455424,7.573325645767909,919,-6
Start Anneal,7.573335904977284,1.1
Result SA test143,7.573335904977284,15.030130271439702,1857,-6
Start Anneal,15.030140530649078,1.2100000000000002
Result SA test143,15.030140530649078,24.80034655608688,2814,-6
Start Anneal,24.80035886713813,1.3310000000000004
Result SA test143,24.80035886713813,36.01125845615388,3790,-6
Start Anneal,36.01126871536326,1.4641000000000006
Result SA test143,36.01126871536326,44.86503805140819,4785,-6
