start,22559.270992906782
Start Anneal,0.004578685056912946,1
Score Iteration,-1,11,0.9416228069143758
Score Iteration,-2,16,0.9183164683543651
Score Iteration,-3,36,0.830718701482133
Score Iteration,-4,40,0.8142285204175611
Score Iteration,-5,86,0.6465587967553008
Result SA test143,0.004578685056912946,5.614863131890161,919,-5
Start Anneal,5.614872365178599,1.1
Result SA test143,5.614872365178599,11.183897350456391,1857,-5
Start Anneal,11.183906583744829,1.2100000000000002
Result SA test143,11.183906583744829,17.751361910017295,2814,-5
Start Anneal,17.75137216922667,1.3310000000000004
Score Iteration,-6,3047,0.41188782039746075
Result SA test143,17.75137216922667,23.4433414654668,3790,-6
Start Anneal,23.4433496728343,1.4641000000000006
Result SA test143,23.4433496728343,31.487688948986033,4785,-6
