start,15110.33638305425
Start Anneal,0.004863891070272075,1
Score Iteration,-1,3,0.9801495006250001
Score Iteration,-2,13,0.932230119415405
Score Iteration,-3,40,0.8142285204175611
Score Iteration,-4,198,0.3688018308805702
Result SA test134,0.004863891070272075,8.002457080598106,919,-4
Start Anneal,8.002468365728419,1.1
Score Iteration,-5,1012,0.6866924544078933
Result SA test134,8.002468365728419,14.978285357850837,1857,-5
Start Anneal,14.978295617060212,1.2100000000000002
Result SA test134,14.978295617060212,22.085261209724194,2814,-5
Start Anneal,22.08527557261732,1.3310000000000004
Result SA test134,22.08527557261732,29.56519419656979,3790,-5
Start Anneal,29.56520342985823,1.4641000000000006
Score Iteration,-6,4201,0.18564361120209047
Result SA test134,29.56520342985823,36.74671654010126,4785,-6
