start,35296.05182747293
Start Anneal,0.004981871978088748,1
Score Iteration,-1,7,0.960693043575437
Score Iteration,-2,17,0.9137248860125933
Score Iteration,-3,32,0.8475428503023456
Score Iteration,-4,141,0.4907693883854628
Score Iteration,-5,644,0.039435475429101106
Result SA test132,0.004981871978088748,7.591275158141798,919,-5
Start Anneal,7.591285417351173,1.1
Result SA test132,7.591285417351173,15.366249664009956,1857,-5
Start Anneal,15.366261975061207,1.2100000000000002
Result SA test132,15.366261975061207,22.607239513548848,2814,-5
Start Anneal,22.60725592828385,1.3310000000000004
Result SA test132,22.60725592828385,30.44076640396088,3790,-5
Start Anneal,30.44077563724568,1.4641000000000006
Score Iteration,-6,3973,0.5821268053847543
Result SA test132,30.44077563724568,40.768670221819775,4785,-6
