start,22435.655362386045
Start Anneal,0.005463028886879329,1
Score Iteration,-1,3,0.9801495006250001
Score Iteration,-2,37,0.8265651079747224
Score Iteration,-3,47,0.786154447684293
Score Iteration,-4,77,0.6763948591909947
Score Iteration,-5,286,0.237259807675217
Result SA test140,0.005463028886879329,7.194762878898473,919,-5
Start Anneal,7.194771086265973,1.1
Result SA test140,7.194771086265973,14.940842322110257,1857,-5
Start Anneal,14.940852581319632,1.2100000000000002
Result SA test140,14.940852581319632,22.67598339649703,2814,-5
Start Anneal,22.67599262978547,1.3310000000000004
Result SA test140,22.67599262978547,29.518088011704094,3790,-5
Start Anneal,29.518100322755345,1.4641000000000006
Score Iteration,-6,3846,1.1002372465988906
Result SA test140,29.518100322755345,37.30499910744766,4785,-6
