start,23216.8617663896
Start Anneal,0.004308867853978882,1
Score Iteration,-1,3,0.9801495006250001
Score Iteration,-2,5,0.9703725093562657
Score Iteration,-3,12,0.936914692879804
Score Iteration,-4,14,0.927568968818328
Score Iteration,-5,113,0.5647174463480734
Result SA test133,0.004308867853978882,7.602444359177753,919,-5
Start Anneal,7.602452566545253,1.1
Result SA test133,7.602452566545253,13.57867171966791,1857,-5
Start Anneal,13.57867992703541,1.2100000000000002
Result SA test133,13.57867992703541,19.837217127955228,2814,-5
Start Anneal,19.83722430940179,1.3310000000000004
Score Iteration,-6,2954,0.6564965386342221
Result SA test133,19.83722430940179,26.08759312796974,3790,-6
Start Anneal,26.087600309416302,1.4641000000000006
Result SA test133,26.087600309416302,32.35233612452066,4785,-6
