start,2036.7856779388017
Start Anneal,0.004816698709646516,1
Score Iteration,-1,9,0.951110130465772
Score Iteration,-2,11,0.9416228069143758
Score Iteration,-3,20,0.9000874278732446
Score Iteration,-4,49,0.7783125570686422
Score Iteration,-5,214,0.3403786882983609
Score Iteration,-6,218,0.3336220013590309
Result SA test136,0.004816698709646516,8.278839149963005,919,-6
Start Anneal,8.278851461014028,1.1
Result SA test136,8.278851461014028,15.680233786858935,1857,-6
Start Anneal,15.68024609790973,1.2100000000000002
Result SA test136,15.68024609790973,22.618585172980602,2814,-6
Start Anneal,22.61859440626904,1.3310000000000004
Result SA test136,22.61859440626904,30.03096844882839,3790,-6
Start Anneal,30.030976656195435,1.4641000000000006
Result SA test136,30.030976656195435,37.37692744892456,4785,-6
