start,39707.761490827244
Start Anneal,0.005697964777937159,1
Score Iteration,-1,9,0.951110130465772
Score Iteration,-2,32,0.8475428503023456
Score Iteration,-3,56,0.751476843520859
Score Iteration,-4,160,0.4461860624436722
Score Iteration,-5,239,0.30028896908517433
Result SA test142,0.005697964777937159,7.445616958058963,919,-5
Start Anneal,7.445627217268338,1.1
Score Iteration,-6,1443,0.0791607821593912
Result SA test142,7.445627217268338,14.43200401339709,1857,-6
Start Anneal,14.432013246689166,1.2100000000000002
Result SA test142,14.432013246689166,21.39966903790628,2814,-6
Start Anneal,21.39967724527378,1.3310000000000004
Result SA test142,21.39967724527378,28.625911274255486,3790,-6
Start Anneal,28.62591948161571,1.4641000000000006
Result SA test142,28.62591948161571,37.00144244480907,4785,-6
