start,38977.84622573954
Start Anneal,0.004528414930973668,1
Score Iteration,-1,8,0.9558895783575597
Score Iteration,-2,9,0.951110130465772
Score Iteration,-3,33,0.8433051360508338
Score Iteration,-4,42,0.8061065909263959
Score Iteration,-5,279,0.24573250552355397
Result SA test130,0.004528414930973668,7.1670271068796865,919,-5
Start Anneal,7.167045573456562,1.1
Result SA test130,7.167045573456562,14.923366785194958,1857,-5
Start Anneal,14.923376018479757,1.2100000000000002
Result SA test130,14.923376018479757,26.271673092349374,2814,-5
Start Anneal,26.27168232564145,1.3310000000000004
Score Iteration,-6,2855,1.0783194698723952
Result SA test130,26.27168232564145,33.16297164149,3790,-6
Start Anneal,33.16298087478208,1.4641000000000006
Result SA test130,33.16298087478208,40.51252341664076,4785,-6
