start,7381.316160101115
Start Anneal,0.005153200770109834,1
Score Iteration,-1,4,0.9752487531218751
Score Iteration,-2,37,0.8265651079747224
Score Iteration,-3,40,0.8142285204175611
Score Iteration,-4,67,0.7111635524897151
Score Iteration,-5,68,0.7076077347272665
Score Iteration,-6,86,0.6465587967553008
Result SA test143,0.005153200770109834,6.614177816716619,919,-6
Start Anneal,6.614189101846932,1.1
Result SA test143,6.614189101846932,13.061155145916018,1857,-6
Start Anneal,13.061166431046331,1.2100000000000002
Result SA test143,13.061166431046331,19.79613104703367,2814,-6
Start Anneal,19.796140280322106,1.3310000000000004
Result SA test143,19.796140280322106,26.370308207161543,3790,-6
Start Anneal,26.370318466370918,1.4641000000000006
Result SA test143,26.370318466370918,33.32577400603623,4785,-6
