start,23083.87454218279
Start Anneal,0.004410434023156995,1
Score Iteration,-1,4,0.9752487531218751
Score Iteration,-2,14,0.927568968818328
Score Iteration,-3,24,0.8822202429488014
Score Iteration,-4,30,0.8560822709551229
Score Iteration,-5,67,0.7111635524897151
Score Iteration,-6,241,0.2972935866185497
Result SA test143,0.004410434023156995,5.635327176438295,919,-6
Start Anneal,5.635335383805796,1.1
Result SA test143,5.635335383805796,11.376770483024302,1857,-6
Start Anneal,11.376778690391802,1.2100000000000002
Result SA test143,11.376778690391802,17.38246024043474,2814,-6
Start Anneal,17.38246844780224,1.3310000000000004
Result SA test143,17.38246844780224,24.236977472828585,3790,-6
Start Anneal,24.236986706117023,1.4641000000000006
Result SA test143,24.236986706117023,30.75245964539863,4785,-6
