start,25604.09978824992
Start Anneal,0.007591814792249352,1
Score Iteration,-1,4,0.9752487531218751
Score Iteration,-2,10,0.9463545798134431
Score Iteration,-3,15,0.9229311239742363
Score Iteration,-4,50,0.774420994283299
Score Iteration,-5,78,0.6730128848950397
Score Iteration,-6,664,0.03567374436777704
Result SA test138,0.007591814792249352,7.962922192105907,919,-6
Start Anneal,7.962932451315282,1.1
Result SA test138,7.962932451315282,14.934689874367905,1857,-6
Start Anneal,14.934701159498218,1.2100000000000002
Result SA test138,14.934701159498218,22.263913026530645,2814,-6
Start Anneal,22.263921233898145,1.3310000000000004
Result SA test138,22.263921233898145,30.590383632868907,3790,-6
Start Anneal,30.590392866157345,1.4641000000000006
Result SA test138,30.590392866157345,37.798699953014875,4785,-6
