start,30906.687105405166
Start Anneal,0.004634084787539905,1
Score Iteration,-1,7,0.960693043575437
Score Iteration,-2,8,0.9558895783575597
Score Iteration,-3,29,0.8603841919146964
Score Iteration,-4,46,0.7901049725470282
Score Iteration,-5,55,0.7552531090661899
Result SA test136,0.004634084787539905,6.7643962352813105,919,-5
Start Anneal,6.764406494490686,1.1
Score Iteration,-6,940,0.9851456898072661
Result SA test136,6.764406494490686,13.764183869650878,1857,-6
Start Anneal,13.764193102939316,1.2100000000000002
Result SA test136,13.764193102939316,22.472622274384776,2814,-6
Start Anneal,22.47263253359415,1.3310000000000004
Result SA test136,22.47263253359415,29.18633596447762,3790,-6
Start Anneal,29.18634827552887,1.4641000000000006
Result SA test136,29.18634827552887,36.37208510219352,4785,-6
