start,38900.62578406006
Start Anneal,0.006369942981109489,1
Score Iteration,-1,9,0.951110130465772
Score Iteration,-2,12,0.936914692879804
Score Iteration,-3,22,0.8911090557802089
Score Iteration,-4,102,0.5967292370047994
Score Iteration,-5,740,0.024372654527368563
Result SA test136,0.006369942981109489,8.11077688887599,919,-5
Start Anneal,8.11078919992724,1.1
Score Iteration,-6,1209,0.2558050902123716
Result SA test136,8.11078919992724,15.06713934263098,1857,-6
Start Anneal,15.067148575923056,1.2100000000000002
Result SA test136,15.067148575923056,22.481088173801254,2814,-6
Start Anneal,22.48110253669438,1.3310000000000004
Result SA test136,22.48110253669438,30.47701218999282,3790,-6
Start Anneal,30.47702860472782,1.4641000000000006
Result SA test136,30.47702860472782,39.01773509490886,4785,-6
