start,1497007162.773363
Start Anneal,0.0030159950256347656,1
Score Iteration,-4,0,0.995
Score Iteration,-5,7,0.960693043575437
Score Iteration,-6,8,0.9558895783575597
Score Iteration,-7,13,0.932230119415405
Score Iteration,-8,21,0.8955869907338784
Score Iteration,-12,24,0.8822202429488014
Score Iteration,-13,25,0.8778091417340574
Score Iteration,-14,35,0.8348931673187266
Score Iteration,-15,37,0.8265651079747224
Score Iteration,-16,78,0.6730128848950397
Score Iteration,-17,119,0.5479862854900422
Result SA test128,0.0030159950256347656,10.433894872665405,919,-17
Start Anneal,10.433897972106934,1.1
Score Iteration,-18,920,1.0890275
Score Iteration,-19,1227,0.23373547689574042
Score Iteration,-20,1537,0.049417374358073626
Result SA test128,10.433897972106934,17.495500802993774,1857,-20
Start Anneal,17.495503902435303,1.2100000000000002
Score Iteration,-21,2657,0.021830970744269394
Result SA test128,17.495503902435303,22.843705892562866,2814,-21
Start Anneal,22.843708992004395,1.3310000000000004
Result SA test128,22.843708992004395,32.67486381530762,3790,-21
Start Anneal,32.674866914749146,1.4641000000000006
Result SA test128,32.674866914749146,40.47150993347168,4785,-21
Start Anneal,40.47151279449463,1.6105100000000008
Score Iteration,-22,5261,0.14742561274182142
Score Iteration,-23,5270,0.14092260680288457
Result SA test128,40.47151279449463,53.139816999435425,5799,-23
Start Anneal,53.139819860458374,1.771561000000001
Result SA test128,53.139819860458374,62.22699785232544,6832,-23
Start Anneal,62.22700095176697,1.9487171000000014
Score Iteration,-24,6956,1.041439125029656
Result SA test128,62.22700095176697,69.02728199958801,7884,-24
Start Anneal,69.02728486061096,2.1435888100000016
Result SA test128,69.02728486061096,83.49495577812195,8955,-24
Start Anneal,83.49495792388916,2.357947691000002
Result SA test128,83.49495792388916,96.32095694541931,10045,-24
