HPPHPPHPHHPPHH,0,-5,74
HPPHPPHPHHPPHH,1,-6,1992
HPPHPPHPHHPPHH,2,-5,196
HPPHPPHPHHPPHH,3,-5,38
HPPHPPHPHHPPHH,4,-6,12770
HPPHPPHPHHPPHH,5,-6,19679
HPPHPPHPHHPPHH,6,-5,1055
HPPHPPHPHHPPHH,7,-5,520
HPPHPPHPHHPPHH,8,-6,6052
HPPHPPHPHHPPHH,9,-5,970
HPPHPPHPHHPPHH,10,-5,1325
HPPHPPHPHHPPHH,11,-6,3821
HPPHPPHPHHPPHH,12,-6,3440
HPPHPPHPHHPPHH,13,-6,17642
HPPHPPHPHHPPHH,14,-5,144
HPPHPPHPHHPPHH,15,-5,290
HPPHPPHPHHPPHH,16,-6,3142
HPPHPPHPHHPPHH,17,-6,3848
HPPHPPHPHHPPHH,18,-6,14177
HPPHPPHPHHPPHH,19,-6,970
HPHPHPHPHPPHHP,0,-2,18
HPHPHPHPHPPHHP,1,-2,1
HPHPHPHPHPPHHP,2,-2,28
HPHPHPHPHPPHHP,3,-2,13
HPHPHPHPHPPHHP,4,-2,107
HPHPHPHPHPPHHP,5,-2,72
HPHPHPHPHPPHHP,6,-2,33
HPHPHPHPHPPHHP,7,-2,0
HPHPHPHPHPPHHP,8,-2,14
HPHPHPHPHPPHHP,9,-2,140
HPHPHPHPHPPHHP,10,-2,0
HPHPHPHPHPPHHP,11,-2,16
HPHPHPHPHPPHHP,12,-2,0
HPHPHPHPHPPHHP,13,-2,91
HPHPHPHPHPPHHP,14,-2,89
HPHPHPHPHPPHHP,15,-2,7
HPHPHPHPHPPHHP,16,-2,85
HPHPHPHPHPPHHP,17,-2,110
HPHPHPHPHPPHHP,18,-2,7
HPHPHPHPHPPHHP,19,-2,36
HPPHPPHHPHHHPP,0,-5,1074
HPPHPPHHPHHHPP,1,-5,3860
HPPHPPHHPHHHPP,2,-5,1067
HPPHPPHHPHHHPP,3,-5,1078
HPPHPPHHPHHHPP,4,-5,1993
HPPHPPHHPHHHPP,5,-5,10749
HPPHPPHHPHHHPP,6,-5,418
HPPHPPHHPHHHPP,7,-5,3107
HPPHPPHHPHHHPP,8,-5,199
HPPHPPHHPHHHPP,9,-5,210
HPPHPPHHPHHHPP,10,-5,156
HPPHPPHHPHHHPP,11,-5,858
HPPHPPHHPHHHPP,12,-5,111
HPPHPPHHPHHHPP,13,-5,1117
HPPHPPHHPHHHPP,14,-5,3340
HPPHPPHHPHHHPP,15,-5,36
HPPHPPHHPHHHPP,16,-5,191
HPPHPPHHPHHHPP,17,-5,60
HPPHPPHHPHHHPP,18,-5,985
HPPHPPHHPHHHPP,19,-5,216
HPPPHHHPHPHPPH,0,-5,9136
HPPPHHHPHPHPPH,1,-5,269
HPPPHHHPHPHPPH,2,-5,5576
HPPPHHHPHPHPPH,3,-5,493
HPPPHHHPHPHPPH,4,-5,395
HPPPHHHPHPHPPH,5,-5,1070
HPPPHHHPHPHPPH,6,-5,2840
HPPPHHHPHPHPPH,7,-5,5096
HPPPHHHPHPHPPH,8,-5,186
HPPPHHHPHPHPPH,9,-5,69
HPPPHHHPHPHPPH,10,-5,6994
HPPPHHHPHPHPPH,11,-5,7731
HPPPHHHPHPHPPH,12,-5,3900
HPPPHHHPHPHPPH,13,-5,2881
HPPPHHHPHPHPPH,14,-5,176
HPPPHHHPHPHPPH,15,-5,2096
HPPPHHHPHPHPPH,16,-5,3178
HPPPHHHPHPHPPH,17,-5,15048
HPPPHHHPHPHPPH,18,-5,5403
HPPPHHHPHPHPPH,19,-5,1121
HPHHPPPHHPPHPH,0,-5,2646
HPHHPPPHHPPHPH,1,-5,1964
HPHHPPPHHPPHPH,2,-5,1
HPHHPPPHHPPHPH,3,-5,10
HPHHPPPHHPPHPH,4,-5,9642
HPHHPPPHHPPHPH,5,-5,4179
HPHHPPPHHPPHPH,6,-5,3360
HPHHPPPHHPPHPH,7,-5,100
HPHHPPPHHPPHPH,8,-5,220
HPHHPPPHHPPHPH,9,-5,1973
HPHHPPPHHPPHPH,10,-5,3201
HPHHPPPHHPPHPH,11,-5,3129
HPHHPPPHHPPHPH,12,-5,2820
HPHHPPPHHPPHPH,13,-5,1440
HPHHPPPHHPPHPH,14,-5,73
HPHHPPPHHPPHPH,15,-5,7923
HPHHPPPHHPPHPH,16,-5,1954
HPHHPPPHHPPHPH,17,-5,1226
HPHHPPPHHPPHPH,18,-5,1894
HPHHPPPHHPPHPH,19,-5,203
PPHPPHHHPPPHHH,0,-4,254
PPHPPHHHPPPHHH,1,-4,83
PPHPPHHHPPPHHH,2,-4,10
PPHPPHHHPPPHHH,3,-4,118
PPHPPHHHPPPHHH,4,-4,46
PPHPPHHHPPPHHH,5,-4,160
PPHPPHHHPPPHHH,6,-4,8
PPHPPHHHPPPHHH,7,-4,217
PPHPPHHHPPPHHH,8,-4,6
PPHPPHHHPPPHHH,9,-4,22
PPHPPHHHPPPHHH,10,-4,100
PPHPPHHHPPPHHH,11,-4,209
PPHPPHHHPPPHHH,12,-4,103
PPHPPHHHPPPHHH,13,-4,50
PPHPPHHHPPPHHH,14,-4,42
PPHPPHHHPPPHHH,15,-4,1194
PPHPPHHHPPPHHH,16,-4,73
PPHPPHHHPPPHHH,17,-4,173
PPHPPHHHPPPHHH,18,-4,8
PPHPPHHHPPPHHH,19,-4,390
HPHHPPPHPPHPHH,0,-5,493
HPHHPPPHPPHPHH,1,-5,8213
HPHHPPPHPPHPHH,2,-5,3430
HPHHPPPHPPHPHH,3,-5,6298
HPHHPPPHPPHPHH,4,-5,71
HPHHPPPHPPHPHH,5,-4,628
HPHHPPPHPPHPHH,6,-5,6414
HPHHPPPHPPHPHH,7,-5,84
HPHHPPPHPPHPHH,8,-5,4126
HPHHPPPHPPHPHH,9,-5,1148
HPHHPPPHPPHPHH,10,-5,311
HPHHPPPHPPHPHH,11,-5,958
HPHHPPPHPPHPHH,12,-5,9161
HPHHPPPHPPHPHH,13,-5,1085
HPHHPPPHPPHPHH,14,-5,327
HPHHPPPHPPHPHH,15,-5,14793
HPHHPPPHPPHPHH,16,-5,582
HPHHPPPHPPHPHH,17,-5,1321
HPHHPPPHPPHPHH,18,-5,4846
HPHHPPPHPPHPHH,19,-5,5493
PPPHHHPPHHPHHP,0,-4,339
PPPHHHPPHHPHHP,1,-4,1125
PPPHHHPPHHPHHP,2,-4,497
PPPHHHPPHHPHHP,3,-4,460
PPPHHHPPHHPHHP,4,-4,50
PPPHHHPPHHPHHP,5,-4,1141
PPPHHHPPHHPHHP,6,-4,422
PPPHHHPPHHPHHP,7,-4,4880
PPPHHHPPHHPHHP,8,-4,188
PPPHHHPPHHPHHP,9,-4,400
PPPHHHPPHHPHHP,10,-4,432
PPPHHHPPHHPHHP,11,-4,2153
PPPHHHPPHHPHHP,12,-4,2882
PPPHHHPPHHPHHP,13,-4,1089
