-4,"[0H[50, 50]3, 1P[51, 50]0, 2H[51, 51]2, 3P[50, 51]0, 4H[49, 51]2, 5H[49, 50]2, 6H[48, 50]2, 7H[48, 51]2, 8P[47, 51]0, 9P[46, 51]0, 10P[46, 50]0, 11H[45, 50]2, 12P[45, 49]0, 13H[44, 49]2, 14P[43, 49]0, 15P[42, 49]0, 16H[42, 50]2, 17H[41, 50]2, 18H[40, 50]2, 19P[40, 51]0, 20H[39, 51]2, 21P[38, 51]0, 22P[37, 51]0, 23H[36, 51]2, 24H[35, 51]2, 25P[34, 51]0, 26P[34, 50]0, 27H[34, 49]2, 28H[35, 49]2, 29P[35, 50]0, 30H[36, 50]2, 31P[37, 50]0, 32H[38, 50]2, 33P[39, 50]0, 34P[39, 49]0, 35P[39, 48]0, 36P[38, 48]0, 37H[38, 49]2, 38P[37, 49]0, 39H[37, 48]2, 40H[36, 48]2, 41P[35, 48]0, 42P[35, 47]0, 43P[35, 46]0, 44P[35, 45]0, 45P[36, 45]0, 46H[37, 45]2, 47H[37, 44]2, 48H[36, 44]2, 49H[35, 44]3]"
-4,"[0H[50, 50]3, 1P[51, 50]0, 2H[51, 51]2, 3P[51, 52]0, 4H[52, 52]2, 5H[53, 52]2, 6H[53, 53]2, 7H[53, 54]2, 8P[54, 54]0, 9P[54, 55]0, 10P[54, 56]0, 11H[54, 57]2, 12P[54, 58]0, 13H[54, 59]2, 14P[53, 59]0, 15P[52, 59]0, 16H[52, 58]2, 17H[53, 58]2, 18H[53, 57]2, 19P[52, 57]0, 20H[52, 56]2, 21P[52, 55]0, 22P[52, 54]0, 23H[52, 53]2, 24H[51, 53]2, 25P[51, 54]0, 26P[51, 55]0, 27H[51, 56]2, 28H[51, 57]2, 29P[51, 58]0, 30H[51, 59]2, 31P[50, 59]0, 32H[50, 60]2, 33P[50, 61]0, 34P[50, 62]0, 35P[50, 63]0, 36P[49, 63]0, 37H[49, 64]2, 38P[49, 65]0, 39H[49, 66]2, 40H[48, 66]2, 41P[48, 67]0, 42P[48, 68]0, 43P[47, 68]0, 44P[46, 68]0, 45P[46, 69]0, 46H[47, 69]2, 47H[47, 70]2, 48H[48, 70]2, 49H[49, 70]3]"
-2,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[53, 50]0, 4H[54, 50]2, 5H[55, 50]2, 6H[56, 50]2, 7H[57, 50]2, 8P[57, 49]0, 9P[57, 48]0, 10P[58, 48]0, 11H[58, 49]2, 12P[59, 49]0, 13H[60, 49]2, 14P[61, 49]0, 15P[62, 49]0, 16H[63, 49]2, 17H[64, 49]2, 18H[64, 50]2, 19P[64, 51]0, 20H[64, 52]2, 21P[65, 52]0, 22P[66, 52]0, 23H[66, 53]2, 24H[66, 54]2, 25P[66, 55]0, 26P[65, 55]0, 27H[64, 55]2, 28H[63, 55]2, 29P[63, 54]0, 30H[63, 53]2, 31P[63, 52]0, 32H[62, 52]2, 33P[61, 52]0, 34P[60, 52]0, 35P[60, 53]0, 36P[60, 54]0, 37H[61, 54]2, 38P[62, 54]0, 39H[62, 55]2, 40H[61, 55]2, 41P[61, 56]0, 42P[62, 56]0, 43P[63, 56]0, 44P[64, 56]0, 45P[65, 56]0, 46H[65, 57]2, 47H[65, 58]2, 48H[64, 58]2, 49H[63, 58]3]"
-2,"[0H[50, 50]3, 1P[51, 50]0, 2H[51, 49]2, 3P[51, 48]0, 4H[52, 48]2, 5H[53, 48]2, 6H[53, 49]2, 7H[53, 50]2, 8P[53, 51]0, 9P[52, 51]0, 10P[52, 52]0, 11H[52, 53]2, 12P[51, 53]0, 13H[50, 53]2, 14P[50, 52]0, 15P[49, 52]0, 16H[49, 53]2, 17H[49, 54]2, 18H[48, 54]2, 19P[47, 54]0, 20H[47, 53]2, 21P[46, 53]0, 22P[45, 53]0, 23H[45, 54]2, 24H[45, 55]2, 25P[44, 55]0, 26P[44, 56]0, 27H[45, 56]2, 28H[45, 57]2, 29P[45, 58]0, 30H[46, 58]2, 31P[46, 59]0, 32H[47, 59]2, 33P[47, 58]0, 34P[48, 58]0, 35P[49, 58]0, 36P[50, 58]0, 37H[51, 58]2, 38P[51, 59]0, 39H[52, 59]2, 40H[53, 59]2, 41P[54, 59]0, 42P[54, 60]0, 43P[55, 60]0, 44P[56, 60]0, 45P[56, 61]0, 46H[55, 61]2, 47H[55, 62]2, 48H[54, 62]2, 49H[54, 63]3]"
-4,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[53, 50]0, 4H[54, 50]2, 5H[55, 50]2, 6H[56, 50]2, 7H[57, 50]2, 8P[58, 50]0, 9P[58, 51]0, 10P[57, 51]0, 11H[56, 51]2, 12P[55, 51]0, 13H[54, 51]2, 14P[53, 51]0, 15P[52, 51]0, 16H[51, 51]2, 17H[50, 51]2, 18H[49, 51]2, 19P[48, 51]0, 20H[47, 51]2, 21P[46, 51]0, 22P[45, 51]0, 23H[45, 50]2, 24H[45, 49]2, 25P[45, 48]0, 26P[45, 47]0, 27H[45, 46]2, 28H[45, 45]2, 29P[45, 44]0, 30H[46, 44]2, 31P[47, 44]0, 32H[48, 44]2, 33P[49, 44]0, 34P[50, 44]0, 35P[51, 44]0, 36P[52, 44]0, 37H[52, 45]2, 38P[52, 46]0, 39H[52, 47]2, 40H[52, 48]2, 41P[52, 49]0, 42P[51, 49]0, 43P[50, 49]0, 44P[49, 49]0, 45P[48, 49]0, 46H[48, 48]2, 47H[49, 48]2, 48H[50, 48]2, 49H[51, 48]3]"
-4,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[52, 51]0, 4H[52, 52]2, 5H[52, 53]2, 6H[52, 54]2, 7H[52, 55]2, 8P[52, 56]0, 9P[51, 56]0, 10P[51, 55]0, 11H[50, 55]2, 12P[49, 55]0, 13H[49, 56]2, 14P[49, 57]0, 15P[48, 57]0, 16H[48, 56]2, 17H[47, 56]2, 18H[47, 57]2, 19P[47, 58]0, 20H[47, 59]2, 21P[46, 59]0, 22P[45, 59]0, 23H[44, 59]2, 24H[44, 58]2, 25P[44, 57]0, 26P[44, 56]0, 27H[44, 55]2, 28H[43, 55]2, 29P[42, 55]0, 30H[42, 54]2, 31P[42, 53]0, 32H[42, 52]2, 33P[42, 51]0, 34P[42, 50]0, 35P[42, 49]0, 36P[42, 48]0, 37H[43, 48]2, 38P[44, 48]0, 39H[45, 48]2, 40H[46, 48]2, 41P[46, 49]0, 42P[45, 49]0, 43P[44, 49]0, 44P[43, 49]0, 45P[43, 50]0, 46H[43, 51]2, 47H[43, 52]2, 48H[43, 53]2, 49H[43, 54]3]"
-2,"[0H[50, 50]3, 1P[51, 50]0, 2H[51, 49]2, 3P[52, 49]0, 4H[52, 48]2, 5H[51, 48]2, 6H[50, 48]2, 7H[50, 47]2, 8P[50, 46]0, 9P[50, 45]0, 10P[50, 44]0, 11H[49, 44]2, 12P[48, 44]0, 13H[48, 43]2, 14P[48, 42]0, 15P[49, 42]0, 16H[50, 42]2, 17H[51, 42]2, 18H[52, 42]2, 19P[52, 41]0, 20H[53, 41]2, 21P[53, 40]0, 22P[54, 40]0, 23H[54, 39]2, 24H[54, 38]2, 25P[54, 37]0, 26P[55, 37]0, 27H[56, 37]2, 28H[57, 37]2, 29P[58, 37]0, 30H[59, 37]2, 31P[59, 38]0, 32H[58, 38]2, 33P[57, 38]0, 34P[56, 38]0, 35P[56, 39]0, 36P[56, 40]0, 37H[55, 40]2, 38P[55, 41]0, 39H[55, 42]2, 40H[56, 42]2, 41P[56, 41]0, 42P[57, 41]0, 43P[57, 42]0, 44P[57, 43]0, 45P[58, 43]0, 46H[58, 42]2, 47H[58, 41]2, 48H[59, 41]2, 49H[59, 42]3]"
-3,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[53, 50]0, 4H[54, 50]2, 5H[55, 50]2, 6H[56, 50]2, 7H[57, 50]2, 8P[57, 51]0, 9P[57, 52]0, 10P[57, 53]0, 11H[57, 54]2, 12P[57, 55]0, 13H[57, 56]2, 14P[57, 57]0, 15P[57, 58]0, 16H[57, 59]2, 17H[57, 60]2, 18H[57, 61]2, 19P[57, 62]0, 20H[57, 63]2, 21P[57, 64]0, 22P[57, 65]0, 23H[57, 66]2, 24H[57, 67]2, 25P[57, 68]0, 26P[57, 69]0, 27H[57, 70]2, 28H[57, 71]2, 29P[57, 72]0, 30H[57, 73]2, 31P[57, 74]0, 32H[57, 75]2, 33P[57, 76]0, 34P[56, 76]0, 35P[56, 75]0, 36P[56, 74]0, 37H[56, 73]2, 38P[56, 72]0, 39H[56, 71]2, 40H[56, 70]2, 41P[56, 69]0, 42P[56, 68]0, 43P[56, 67]0, 44P[56, 66]0, 45P[56, 65]0, 46H[55, 65]2, 47H[54, 65]2, 48H[53, 65]2, 49H[52, 65]3]"
0,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[52, 51]0, 4H[52, 52]2, 5H[51, 52]2, 6H[50, 52]2, 7H[50, 53]2, 8P[50, 54]0, 9P[50, 55]0, 10P[50, 56]0, 11H[49, 56]2, 12P[49, 57]0, 13H[50, 57]2, 14P[51, 57]0, 15P[52, 57]0, 16H[52, 58]2, 17H[51, 58]2, 18H[51, 59]2, 19P[50, 59]0, 20H[50, 60]2, 21P[51, 60]0, 22P[51, 61]0, 23H[52, 61]2, 24H[53, 61]2, 25P[53, 62]0, 26P[53, 63]0, 27H[52, 63]2, 28H[51, 63]2, 29P[50, 63]0, 30H[50, 64]2, 31P[50, 65]0, 32H[50, 66]2, 33P[51, 66]0, 34P[51, 65]0, 35P[51, 64]0, 36P[52, 64]0, 37H[52, 65]2, 38P[52, 66]0, 39H[53, 66]2, 40H[53, 67]2, 41P[53, 68]0, 42P[53, 69]0, 43P[54, 69]0, 44P[55, 69]0, 45P[55, 68]0, 46H[55, 67]2, 47H[56, 67]2, 48H[56, 68]2, 49H[57, 68]3]"
-3,"[0H[50, 50]3, 1P[51, 50]0, 2H[52, 50]2, 3P[53, 50]0, 4H[54, 50]2, 5H[55, 50]2, 6H[55, 51]2, 7H[54, 51]2, 8P[53, 51]0, 9P[52, 51]0, 10P[52, 52]0, 11H[53, 52]2, 12P[53, 53]0, 13H[54, 53]2, 14P[55, 53]0, 15P[56, 53]0, 16H[57, 53]2, 17H[58, 53]2, 18H[59, 53]2, 19P[60, 53]0, 20H[60, 52]2, 21P[60, 51]0, 22P[61, 51]0, 23H[61, 52]2, 24H[61, 53]2, 25P[61, 54]0, 26P[61, 55]0, 27H[61, 56]2, 28H[60, 56]2, 29P[59, 56]0, 30H[58, 56]2, 31P[57, 56]0, 32H[57, 57]2, 33P[57, 58]0, 34P[58, 58]0, 35P[59, 58]0, 36P[60, 58]0, 37H[60, 57]2, 38P[61, 57]0, 39H[62, 57]2, 40H[62, 58]2, 41P[61, 58]0, 42P[61, 59]0, 43P[61, 60]0, 44P[61, 61]0, 45P[61, 62]0, 46H[61, 63]2, 47H[61, 64]2, 48H[61, 65]2, 49H[60, 65]3]"
