-1,"[0P[50, 50]0, 1H[51, 50]2, 2P[51, 49]0, 3P[51, 48]0, 4H[52, 48]2, 5H[52, 47]2, 6P[51, 47]0, 7P[50, 47]0, 8H[50, 46]2, 9H[49, 46]2, 10P[48, 46]0, 11H[48, 45]2, 12H[48, 44]2, 13H[48, 43]2, 14P[49, 43]0, 15P[50, 43]0, 16P[50, 42]0, 17H[49, 42]2, 18H[48, 42]2, 19P[47, 42]0, 20H[46, 42]2, 21H[45, 42]2, 22H[45, 41]2, 23P[45, 40]0, 24H[44, 40]2, 25H[43, 40]2, 26P[42, 40]0, 27H[41, 40]2, 28P[40, 40]0, 29P[39, 40]0, 30H[38, 40]2, 31P[37, 40]0, 32P[36, 40]0, 33H[35, 40]2, 34P[35, 41]0, 35H[35, 42]2, 36P[34, 42]0, 37H[33, 42]2, 38H[32, 42]2, 39P[32, 41]0, 40P[31, 41]0, 41H[30, 41]2, 42P[30, 42]0, 43P[30, 43]0, 44P[30, 44]0, 45P[29, 44]0, 46H[29, 43]2, 47H[28, 43]2, 48P[27, 43]0, 49H[26, 43]3]"
0,"[0P[50, 50]0, 1H[51, 50]2, 2P[51, 51]0, 3P[50, 51]0, 4H[50, 52]2, 5H[49, 52]2, 6P[49, 51]0, 7P[49, 50]0, 8H[49, 49]2, 9H[49, 48]2, 10P[49, 47]0, 11H[48, 47]2, 12H[48, 46]2, 13H[49, 46]2, 14P[49, 45]0, 15P[49, 44]0, 16P[49, 43]0, 17H[48, 43]2, 18H[48, 42]2, 19P[48, 41]0, 20H[49, 41]2, 21H[49, 40]2, 22H[49, 39]2, 23P[49, 38]0, 24H[48, 38]2, 25H[48, 37]2, 26P[48, 36]0, 27H[48, 35]2, 28P[48, 34]0, 29P[49, 34]0, 30H[49, 33]2, 31P[48, 33]0, 32P[47, 33]0, 33H[46, 33]2, 34P[45, 33]0, 35H[44, 33]2, 36P[43, 33]0, 37H[43, 32]2, 38H[43, 31]2, 39P[44, 31]0, 40P[44, 32]0, 41H[45, 32]2, 42P[46, 32]0, 43P[47, 32]0, 44P[48, 32]0, 45P[48, 31]0, 46H[47, 31]2, 47H[46, 31]2, 48P[45, 31]0, 49H[45, 30]3]"
-2,"[0P[50, 50]0, 1H[51, 50]2, 2P[52, 50]0, 3P[53, 50]0, 4H[54, 50]2, 5H[55, 50]2, 6P[56, 50]0, 7P[56, 51]0, 8H[56, 52]2, 9H[56, 53]2, 10P[56, 54]0, 11H[56, 55]2, 12H[56, 56]2, 13H[56, 57]2, 14P[56, 58]0, 15P[56, 59]0, 16P[56, 60]0, 17H[56, 61]2, 18H[56, 62]2, 19P[56, 63]0, 20H[56, 64]2, 21H[56, 65]2, 22H[55, 65]2, 23P[54, 65]0, 24H[53, 65]2, 25H[52, 65]2, 26P[52, 64]0, 27H[52, 63]2, 28P[53, 63]0, 29P[54, 63]0, 30H[54, 64]2, 31P[55, 64]0, 32P[55, 63]0, 33H[55, 62]2, 34P[54, 62]0, 35H[54, 61]2, 36P[55, 61]0, 37H[55, 60]2, 38H[55, 59]2, 39P[54, 59]0, 40P[54, 58]0, 41H[53, 58]2, 42P[53, 59]0, 43P[53, 60]0, 44P[52, 60]0, 45P[52, 61]0, 46H[52, 62]2, 47H[51, 62]2, 48P[51, 63]0, 49H[50, 63]3]"
