PHHPHHPPHHHHPH,0,-6,18467
HHHPHPHHPHHPHP,0,-5,983
HHPHPHHHHHPPPH,0,-5,290
HPHPHPHPHPHHHH,0,-5,1136
HHHPPHHHPPHPHH,0,-6,2011
HHHPHHPHHPPHPH,0,-6,209
PHHHHHPHHPHHPP,0,-5,1072
PHHHPHPPHHHHPH,0,-5,433
PHHHHHHPPHPPHH,0,-6,979
HHHHHHPHPHPPPH,0,-5,238
PPHHHHHPHPHHPH,0,-6,65
PHPHHHHPPHHPHH,0,-6,2936
HPHPHHHHPHHPPH,0,-7,13483
PPHPHPHHHHPHHH,0,-6,1096
HHPHPPHPHHPHHH,0,-6,1310
HHPHPHHPPHPHHH,0,-6,1231
HHHPHPHPPHPHHH,0,-7,12559
HHHHPHHHPPHPPH,0,-6,1909
HHPHHHPHPHPHHP,0,-6,172
PHHPPPHHPHHHHH,0,-5,2196
HHHHPPHHPHHPPH,0,-6,1024
HHHHHHPPPHPHPH,0,-5,1217
PHPPHHHHHPPHHH,0,-6,79
HHPHHHPPHHPHPH,0,-6,169
HHHPHHHPPHHPHP,0,-5,262
PHPPHHPHHHHHHP,0,-5,327
PHPPHHHHHHPPHH,0,-6,138
PHPHPHHHHPHHPH,0,-5,89
HHPHHPHPHHHPPH,0,-6,1084
PHHPHHHHHHHPPP,0,-4,202
HPHPHPHHPHHPHH,0,-6,2214
PHHHPHHHHPHPHP,0,-6,8225
HPPHHHHHHHHPPP,0,-5,169
HHPHHHHPPHHPPH,0,-6,122
HHPHHPHHHPPPHH,0,-5,955
HHHPPPHPHHHHHP,0,-4,45
HPHHHHHPPPHPHH,0,-5,158
PHPHHHHPPHHHPH,0,-5,53
PHHPHPHPHHPHHH,0,-6,14945
HHPHPHPHHHPHPH,0,-5,31
HHHHPHHPHPPHHP,0,-6,1512
PHPHHPHHPHHHHP,0,-5,39
HHHPHHHPHHHPPP,0,-4,46
HPHHHPHPHHPHPH,0,-6,414
HHHHHHHPPHPHPP,0,-5,139
HHHHPHHPPHHPPH,0,-6,196
HPHHPPPHHHHHPH,0,-6,79
HHPPHHPPPHHHHH,0,-6,13649
HPHHHHHPPHPPHH,0,-6,1152
HHHPPPHHHPHHPH,0,-6,16217
HPHPPPHPHHHHHH,0,-5,999
PPHPHPHHHHHHHP,0,-4,201
HHHHHPPPHHHHPP,0,-4,62
HPPHHHHPHHPHHP,0,-6,44
HHPHHHPHPHHPHP,0,-6,93
HHHHPHHPHPPHPH,0,-6,6025
HHPHPHHPHPHPHH,0,-6,4389
PPHHHHHPHHHPPH,0,-5,264
PPPHHHHHHHHHPP,0,-4,165
HPHHHHHPPHHHPP,0,-5,1998
PHHHPPPHHHHHPH,0,-4,33
HHHHPHPPPHHPHH,0,-6,969
HHPHHHPHHPHPPH,0,-6,103
HPPHHPHHHPHHPH,0,-6,77
PHHHHPPHPHHHHP,0,-5,246
HHHHPHHPPPHHPH,0,-5,166
PPPHPHPHHHHHHH,0,-4,15
HPHPHHPHPPHHHH,0,-6,1428
HHHHPHHPHHPPPH,0,-5,368
PHHHHPHPHPPHHH,0,-6,1277
HHHHHPHPPHHHPP,0,-5,133
HHPHHHPPHHPHHP,0,-6,18
HHHHHPPHPPHHPH,0,-6,17407
HPHPHPHHHHPHPH,0,-6,88
HHPHPPHHHHHPHP,0,-6,1954
PHHPPPHPHHHHHH,0,-5,237
HPHHPHHHHPPPHH,0,-6,2095
HPHHPHHHHHPHPP,0,-5,24
HHHPHHHPHHPHPP,0,-5,420
PHHHHHPPPHHPHH,0,-5,165
PPHHPHPHHHHHPH,0,-5,2086
HPPHHHPHHHPHHP,0,-6,75
HHHPHHPPPHPHHH,0,-6,2865
PHHHHPPHPPHHHH,0,-6,16272
HHHHHPHHHPPHPP,0,-5,1267
PHHPHHHHHPPHPH,0,-6,1116
PPHPHHHHHHHPHP,0,-4,73
HPHHPPHHHHPHHP,0,-6,12354
PHHHPPHHHPHHHP,0,-5,81
PHHPPHHHHHHPPH,0,-6,12304
PHHHHHHHPPHPPH,0,-5,295
HPHPHHHHHPHPPH,0,-6,536
HHHHHPHHPPHPPH,0,-6,3010
HHHPPHHHPHPHHP,0,-6,2946
HHPHHHHPHPPPHH,0,-6,544
PHHPPPHHHHHPHH,0,-5,128
HHHHPPHHPPHPHH,0,-6,38
PHHHHPHPHPHHHP,0,-5,2084
HPPHHHPHHPHHPH,0,-6,1903
HPPHPHPPHHHHHH,0,-6,1249
HHPHHPHHHPPPHH,1,-6,15138
HHHHHPPPHHHHPP,1,-5,7280
HPHPHHPHPPHHHH,1,-6,688
HPHPHPHHHHPHPH,1,-7,2204
HPHPHHPHPPHHHH,2,-7,18554
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
