start,1497795219.480238
Start Anneal,0.003453969955444336,1
Score Iteration,-7,0,0.995
Score Iteration,-8,23,0.8866535105013079
Score Iteration,-9,191,0.3819719776053031
Score Iteration,-11,340,0.1809966489766964
Result SA test140,0.003453969955444336,7.6096351146698,919,-11
Start Anneal,7.609638929367065,1.1
Result SA test140,7.609638929367065,27.493273973464966,1857,-11
Start Anneal,27.493278980255127,1.2100000000000002
Score Iteration,-12,2799,0.01071397216002602
Result SA test140,27.493278980255127,37.1553270816803,2814,-12
Start Anneal,37.15533113479614,1.3310000000000004
Result SA test140,37.15533113479614,50.68576908111572,3790,-12
Start Anneal,50.68577313423157,1.4641000000000006
Result SA test140,50.68577313423157,66.78020095825195,4785,-12
Start Anneal,66.78020405769348,1.6105100000000008
Result SA test140,66.78020405769348,83.71936511993408,5799,-12
Start Anneal,83.71937012672424,1.771561000000001
Result SA test140,83.71937012672424,99.05229997634888,6832,-12
Start Anneal,99.0523030757904,1.9487171000000014
Result SA test140,99.0523030757904,110.54026508331299,7884,-12
Start Anneal,110.54026794433594,2.1435888100000016
Result SA test140,110.54026794433594,124.72654008865356,8955,-12
Start Anneal,124.72654414176941,2.357947691000002
Result SA test140,124.72654414176941,136.25908303260803,10045,-12
Start Anneal,136.2590880393982,2.5937424601000023
Result SA test140,136.2590880393982,146.0262930393219,11154,-12
Start Anneal,146.02629613876343,2.853116706110003
Result SA test140,146.02629613876343,163.12659811973572,12282,-12
Start Anneal,163.12660193443298,3.1384283767210035
Result SA test140,163.12660193443298,179.47585010528564,13429,-12
Start Anneal,179.4758539199829,3.4522712143931042
Result SA test140,179.4758539199829,195.49146103858948,14595,-12
Start Anneal,195.491464138031,3.797498335832415
Result SA test140,195.491464138031,208.81305408477783,15780,-12
Start Anneal,208.81305813789368,4.177248169415656
Result SA test140,208.81305813789368,224.03569507598877,16984,-12
Start Anneal,224.03569793701172,4.594972986357222
Result SA test140,224.03569793701172,249.52711415290833,18207,-12
Start Anneal,249.5271179676056,5.054470284992944
Result SA test140,249.5271179676056,262.23624897003174,19449,-12
Start Anneal,262.23625206947327,5.559917313492239
Result SA test140,262.23625206947327,281.49031615257263,20710,-12
Start Anneal,281.4903190135956,6.115909044841463
Result SA test140,281.4903190135956,298.0716280937195,21991,-12
