start,1498356527.864616
Start Anneal,0.0026950836181640625,1
Score Iteration,-4,6,0.9655206468094844
Score Iteration,-5,10,0.9463545798134431
Score Iteration,-6,11,0.9416228069143758
Score Iteration,-8,17,0.9137248860125933
Score Iteration,-9,23,0.8866535105013079
Score Iteration,-11,26,0.8734200960253872
Score Iteration,-12,42,0.8061065909263959
Score Iteration,-13,71,0.6970466008354952
Score Iteration,-14,116,0.5562889678716476
Score Iteration,-16,552,0.06254083169574973
Result SA test142,0.0026950836181640625,12.530351161956787,919,-16
Start Anneal,12.530354976654053,1.1
Score Iteration,-17,1212,0.25198716726531567
Result SA test142,12.530354976654053,27.500563144683838,1857,-17
Start Anneal,27.500566005706787,1.2100000000000002
Result SA test142,27.500566005706787,41.45219898223877,2814,-17
Start Anneal,41.45220112800598,1.3310000000000004
Result SA test142,41.45220112800598,51.96249008178711,3790,-17
Start Anneal,51.96249318122864,1.4641000000000006
Score Iteration,-18,4522,0.03714402194556785
Result SA test142,51.96249318122864,60.41842818260193,4785,-18
Start Anneal,60.41843104362488,1.6105100000000008
Result SA test142,60.41843104362488,67.19709706306458,5799,-18
Start Anneal,67.1971001625061,1.771561000000001
Score Iteration,-19,6552,0.04045376928036275
Score Iteration,-20,6556,0.039650741758546514
Score Iteration,-21,6561,0.03866933646037994
Result SA test142,67.1971001625061,78.80560111999512,6832,-21
Start Anneal,78.80560398101807,1.9487171000000014
Result SA test142,78.80560398101807,84.31598615646362,7884,-21
Start Anneal,84.31598901748657,2.1435888100000016
Result SA test142,84.31598901748657,92.74609303474426,8955,-21
Start Anneal,92.74609613418579,2.357947691000002
Result SA test142,92.74609613418579,100.98949599266052,10045,-21
Start Anneal,100.98949909210205,2.5937424601000023
Result SA test142,100.98949909210205,118.34960412979126,11154,-21
Start Anneal,118.3496081829071,2.853116706110003
Result SA test142,118.3496081829071,130.62108206748962,12282,-21
Start Anneal,130.62108612060547,3.1384283767210035
Result SA test142,130.62108612060547,143.56968116760254,13429,-21
Start Anneal,143.5696840286255,3.4522712143931042
Result SA test142,143.5696840286255,155.25699019432068,14595,-21
Start Anneal,155.25699305534363,3.797498335832415
Result SA test142,155.25699305534363,172.0989170074463,15780,-21
