start,1497838361.984623
Start Anneal,0.005567073822021484,1
Score Iteration,-8,0,0.995
Score Iteration,-9,67,0.7111635524897151
Score Iteration,-10,417,0.12304040492325066
Result SA test146,0.005567073822021484,19.655001163482666,919,-10
Start Anneal,19.65500497817993,1.1
Score Iteration,-11,1029,0.6306009895774474
Score Iteration,-12,1060,0.5398463272240083
Result SA test146,19.65500497817993,24.553701162338257,1857,-12
Start Anneal,24.553704023361206,1.2100000000000002
Result SA test146,24.553704023361206,37.2923150062561,2814,-12
Start Anneal,37.29231905937195,1.3310000000000004
Result SA test146,37.29231905937195,53.56303811073303,3790,-12
Start Anneal,53.56304097175598,1.4641000000000006
Result SA test146,53.56304097175598,66.25228595733643,4785,-12
Start Anneal,66.25228905677795,1.6105100000000008
Result SA test146,66.25228905677795,85.79899597167969,5799,-12
Start Anneal,85.79900002479553,1.771561000000001
Result SA test146,85.79900002479553,105.63146615028381,6832,-12
Start Anneal,105.63146996498108,1.9487171000000014
Result SA test146,105.63146996498108,113.81831002235413,7884,-12
Start Anneal,113.81831407546997,2.1435888100000016
Score Iteration,-14,8473,0.11136766683637137
Result SA test146,113.81831407546997,127.99588203430176,8955,-14
Start Anneal,127.9958860874176,2.357947691000002
Result SA test146,127.9958860874176,144.84182810783386,10045,-14
Start Anneal,144.8418309688568,2.5937424601000023
Result SA test146,144.8418309688568,155.34112095832825,11154,-14
Start Anneal,155.34112405776978,2.853116706110003
Result SA test146,155.34112405776978,166.18052196502686,12282,-14
Start Anneal,166.18052506446838,3.1384283767210035
Result SA test146,166.18052506446838,180.519593000412,13429,-14
Start Anneal,180.51959609985352,3.4522712143931042
Result SA test146,180.51959609985352,192.5308859348297,14595,-14
Start Anneal,192.53088998794556,3.797498335832415
Result SA test146,192.53088998794556,217.42577409744263,15780,-14
Start Anneal,217.42577695846558,4.177248169415656
Result SA test146,217.42577695846558,227.82435393333435,16984,-14
Start Anneal,227.8243579864502,4.594972986357222
Result SA test146,227.8243579864502,247.14236211776733,18207,-14
Start Anneal,247.14236497879028,5.054470284992944
Result SA test146,247.14236497879028,264.8473701477051,19449,-14
Start Anneal,264.847373008728,5.559917313492239
Result SA test146,264.847373008728,275.2755250930786,20710,-14
Start Anneal,275.27552914619446,6.115909044841463
Result SA test146,275.27552914619446,290.9279029369354,21991,-14
