PHHHHPHPHPPPPH,0,-4,195
PHHHHPHPHPPPPH,1,-5,3006
PHHHHPHPHPPPPH,2,-5,3803
PHHHHPHPHPPPPH,3,-5,91
PHHHHPHPHPPPPH,4,-4,949
PHHHHPHPHPPPPH,5,-4,1082
PHHHHPHPHPPPPH,6,-4,281
PHHHHPHPHPPPPH,7,-4,1087
PHHHHPHPHPPPPH,8,-4,680
PHHHHPHPHPPPPH,9,-5,73
PHHHHPHPHPPPPH,10,-4,223
PHHHHPHPHPPPPH,11,-4,1270
PHHHHPHPHPPPPH,12,-5,3431
PHHHHPHPHPPPPH,13,-5,74
HPPHHPHPPHPPHH,0,-4,667
HPPHHPHPPHPPHH,1,-5,6
HPPHHPHPPHPPHH,2,-5,395
HPPHHPHPPHPPHH,3,-5,919
HPPHHPHPPHPPHH,4,-4,109
HPPHHPHPPHPPHH,5,-5,250
HPPHHPHPPHPPHH,6,-5,1206
HPPHHPHPPHPPHH,7,-5,1227
HPPHHPHPPHPPHH,8,-5,1312
HPPHHPHPPHPPHH,9,-5,1105
HPPHHPHPPHPPHH,10,-5,1402
HPPHHPHPPHPPHH,11,-5,2297
HPPHHPHPPHPPHH,12,-5,39
HPPHHPHPPHPPHH,13,-5,919
HPPHPPHPHHPPHH,0,-5,267
HPPHPPHPHHPPHH,1,-5,179
HPPHPPHPHHPPHH,2,-5,66
HPPHPPHPHHPPHH,3,-5,1063
HPPHPPHPHHPPHH,4,-5,194
HPPHPPHPHHPPHH,5,-5,1476
HPPHPPHPHHPPHH,6,-5,999
HPPHPPHPHHPPHH,7,-6,2890
HPPHPPHPHHPPHH,8,-5,2837
HPPHPPHPHHPPHH,9,-5,112
HPPHPPHPHHPPHH,10,-5,770
HPPHPPHPHHPPHH,11,-5,303
HPPHPPHPHHPPHH,12,-5,125
HPPHPPHPHHPPHH,13,-6,2161
HPPHPPPHPHHHHP,0,-5,1912
HPPHPPPHPHHHHP,1,-4,218
HPPHPPPHPHHHHP,2,-4,116
