PPHHHHHPHPHHPH;0;-6;1345
PPHHHHHPHPHHPH;1;-5;56
PPHHHHHPHPHHPH;2;-5;1075
PPHHHHHPHPHHPH;3;-5;72
PPHHHHHPHPHHPH;4;-5;138
PPHHHHHPHPHHPH;5;-5;301
PPHHHHHPHPHHPH;6;-6;1844
PPHHHHHPHPHHPH;7;-5;120
PPHHHHHPHPHHPH;8;-6;2375
PPHHHHHPHPHHPH;9;-6;1271
PPHHHHHPHPHHPH;10;-5;1957
PPHHHHHPHPHHPH;11;-5;289
PPHHHHHPHPHHPH;12;-6;2822
PPHHHHHPHPHHPH;13;-5;1030
PHPHHHHPPHHPHH;0;-5;1420
PHPHHHHPPHHPHH;1;-5;165
PHPHHHHPPHHPHH;2;-6;969
PHPHHHHPPHHPHH;3;-6;1677
PHPHHHHPPHHPHH;4;-5;1247
PHPHHHHPPHHPHH;5;-6;3134
PHPHHHHPPHHPHH;6;-6;2021
PHPHHHHPPHHPHH;7;-6;1908
PHPHHHHPPHHPHH;8;-6;2238
PHPHHHHPPHHPHH;9;-6;1382
PHPHHHHPPHHPHH;10;-6;24
PHPHHHHPPHHPHH;11;-6;375
PHPHHHHPPHHPHH;12;-6;64
PHPHHHHPPHHPHH;13;-6;3126
HPHPHHHHPHHPPH;0;-7;2014
HPHPHHHHPHHPPH;1;-6;1055
HPHPHHHHPHHPPH;2;-7;1369
HPHPHHHHPHHPPH;3;-6;4284
HPHPHHHHPHHPPH;4;-5;307
HPHPHHHHPHHPPH;5;-7;1984
HPHPHHHHPHHPPH;6;-6;1128
HPHPHHHHPHHPPH;7;-6;727
HPHPHHHHPHHPPH;8;-7;4022
HPHPHHHHPHHPPH;9;-6;43
HPHPHHHHPHHPPH;10;-5;18
HPHPHHHHPHHPPH;11;-7;3814
HPHPHHHHPHHPPH;12;-5;2052
HPHPHHHHPHHPPH;13;-7;2910
PPHPHPHHHHPHHH;0;-6;264
PPHPHPHHHHPHHH;1;-6;349
PPHPHPHHHHPHHH;2;-5;202
PPHPHPHHHHPHHH;3;-5;150
PPHPHPHHHHPHHH;4;-5;424
PPHPHPHHHHPHHH;5;-6;4393
PPHPHPHHHHPHHH;6;-6;143
PPHPHPHHHHPHHH;7;-6;301
PPHPHPHHHHPHHH;8;-6;1159
PPHPHPHHHHPHHH;9;-6;44
PPHPHPHHHHPHHH;10;-6;3905
PPHPHPHHHHPHHH;11;-6;1151
PPHPHPHHHHPHHH;12;-5;214
PPHPHPHHHHPHHH;13;-6;1268
HHPHPPHPHHPHHH;0;-6;73
HHPHPPHPHHPHHH;1;-6;1151
HHPHPPHPHHPHHH;2;-6;1085
HHPHPPHPHHPHHH;3;-5;182
HHPHPPHPHHPHHH;4;-6;1012
HHPHPPHPHHPHHH;5;-6;128
HHPHPPHPHHPHHH;6;-6;228
HHPHPPHPHHPHHH;7;-6;505
HHPHPPHPHHPHHH;8;-5;198
HHPHPPHPHHPHHH;9;-6;1107
HHPHPPHPHHPHHH;10;-6;1060
HHPHPPHPHHPHHH;11;-6;1107
HHPHPPHPHHPHHH;12;-6;424
HHPHPPHPHHPHHH;13;-6;203
HHPHPHHPPHPHHH;0;-6;2018
HHPHPHHPPHPHHH;1;-6;1900
HHPHPHHPPHPHHH;2;-6;623
HHPHPHHPPHPHHH;3;-6;1036
HHPHPHHPPHPHHH;4;-5;66
HHPHPHHPPHPHHH;5;-6;2124
HHPHPHHPPHPHHH;6;-5;35
HHPHPHHPPHPHHH;7;-6;429
HHPHPHHPPHPHHH;8;-6;295
HHPHPHHPPHPHHH;9;-5;13
HHPHPHHPPHPHHH;10;-6;153
HHPHPHHPPHPHHH;11;-6;2000
HHPHPHHPPHPHHH;12;-5;59
HHPHPHHPPHPHHH;13;-6;177
HHHPHPHPPHPHHH;0;-6;1322
HHHPHPHPPHPHHH;1;-7;4020
HHHPHPHPPHPHHH;2;-6;1082
HHHPHPHPPHPHHH;3;-7;1059
HHHPHPHPPHPHHH;4;-7;1012
HHHPHPHPPHPHHH;5;-6;204
HHHPHPHPPHPHHH;6;-5;140
HHHPHPHPPHPHHH;7;-6;2150
HHHPHPHPPHPHHH;8;-6;1034
HHHPHPHPPHPHHH;9;-7;1681
HHHPHPHPPHPHHH;10;-6;4080
HHHPHPHPPHPHHH;11;-6;1210
HHHPHPHPPHPHHH;12;-7;480
HHHPHPHPPHPHHH;13;-7;595
HHHHPHHHPPHPPH;0;-6;156
HHHHPHHHPPHPPH;1;-6;108
HHHHPHHHPPHPPH;2;-6;538
HHHHPHHHPPHPPH;3;-6;1233
HHHHPHHHPPHPPH;4;-6;1164
HHHHPHHHPPHPPH;5;-6;336
HHHHPHHHPPHPPH;6;-6;63
HHHHPHHHPPHPPH;7;-6;3137
HHHHPHHHPPHPPH;8;-6;223
HHHHPHHHPPHPPH;9;-6;4036
HHHHPHHHPPHPPH;10;-6;3846
HHHHPHHHPPHPPH;11;-6;314
HHHHPHHHPPHPPH;12;-6;36
HHHHPHHHPPHPPH;13;-6;1029
HHPHHHPHPHPHHP;0;-6;3005
HHPHHHPHPHPHHP;1;-6;2006
HHPHHHPHPHPHHP;2;-6;18
HHPHHHPHPHPHHP;3;-5;205
HHPHHHPHPHPHHP;4;-6;126
HHPHHHPHPHPHHP;5;-6;4087
HHPHHHPHPHPHHP;6;-6;1143
HHPHHHPHPHPHHP;7;-5;20
HHPHHHPHPHPHHP;8;-5;18
HHPHHHPHPHPHHP;9;-6;3393
HHPHHHPHPHPHHP;10;-6;370
HHPHHHPHPHPHHP;11;-6;316
HHPHHHPHPHPHHP;12;-6;57
HHPHHHPHPHPHHP;13;-5;78
PHHPPPHHPHHHHH;0;-4;60
PHHPPPHHPHHHHH;1;-5;181
PHHPPPHHPHHHHH;2;-5;2336
PHHPPPHHPHHHHH;3;-5;623
PHHPPPHHPHHHHH;4;-5;1504
PHHPPPHHPHHHHH;5;-5;2853
PHHPPPHHPHHHHH;6;-5;1175
PHHPPPHHPHHHHH;7;-5;619
PHHPPPHHPHHHHH;8;-5;77
PHHPPPHHPHHHHH;9;-4;42
PHHPPPHHPHHHHH;10;-5;991
PHHPPPHHPHHHHH;11;-5;3898
PHHPPPHHPHHHHH;12;-4;165
PHHPPPHHPHHHHH;13;-5;1069
HHHHPPHHPHHPPH;0;-6;46
HHHHPPHHPHHPPH;1;-6;2110
HHHHPPHHPHHPPH;2;-6;370
HHHHPPHHPHHPPH;3;-6;132
HHHHPPHHPHHPPH;4;-6;386
HHHHPPHHPHHPPH;5;-6;680
HHHHPPHHPHHPPH;6;-5;81
HHHHPPHHPHHPPH;7;-6;59
HHHHPPHHPHHPPH;8;-6;477
HHHHPPHHPHHPPH;9;-6;1083
HHHHPPHHPHHPPH;10;-6;193
HHHHPPHHPHHPPH;11;-6;2200
HHHHPPHHPHHPPH;12;-6;2056
HHHHPPHHPHHPPH;13;-6;50
HHHHHHPPPHPHPH;0;-5;25
HHHHHHPPPHPHPH;1;-5;279
HHHHHHPPPHPHPH;2;-5;230
HHHHHHPPPHPHPH;3;-5;1045
HHHHHHPPPHPHPH;4;-5;566
HHHHHHPPPHPHPH;5;-5;932
HHHHHHPPPHPHPH;6;-5;374
HHHHHHPPPHPHPH;7;-5;148
HHHHHHPPPHPHPH;8;-5;162
HHHHHHPPPHPHPH;9;-5;21
HHHHHHPPPHPHPH;10;-5;2054
HHHHHHPPPHPHPH;11;-5;2840
HHHHHHPPPHPHPH;12;-5;1066
HHHHHHPPPHPHPH;13;-5;100
PHPPHHHHHPPHHH;0;-5;935
PHPPHHHHHPPHHH;1;-6;3896
PHPPHHHHHPPHHH;2;-6;439
PHPPHHHHHPPHHH;3;-6;2019
PHPPHHHHHPPHHH;4;-5;1867
PHPPHHHHHPPHHH;5;-6;524
PHPPHHHHHPPHHH;6;-5;352
PHPPHHHHHPPHHH;7;-6;1338
PHPPHHHHHPPHHH;8;-6;1436
PHPPHHHHHPPHHH;9;-6;2442
PHPPHHHHHPPHHH;10;-5;12
PHPPHHHHHPPHHH;11;-6;4181
PHPPHHHHHPPHHH;12;-6;1511
PHPPHHHHHPPHHH;13;-5;444
HHPHHHPPHHPHPH;0;-6;2886
HHPHHHPPHHPHPH;1;-6;1250
HHPHHHPPHHPHPH;2;-6;1456
HHPHHHPPHHPHPH;3;-5;27
HHPHHHPPHHPHPH;4;-6;1009
HHPHHHPPHHPHPH;5;-6;2109
HHPHHHPPHHPHPH;6;-6;2046
HHPHHHPPHHPHPH;7;-6;300
HHPHHHPPHHPHPH;8;-6;664
HHPHHHPPHHPHPH;9;-6;2058
HHPHHHPPHHPHPH;10;-6;299
HHPHHHPPHHPHPH;11;-6;2062
HHPHHHPPHHPHPH;12;-5;161
HHPHHHPPHHPHPH;13;-6;2967
HHHPHHHPPHHPHP;0;-5;78
HHHPHHHPPHHPHP;1;-5;94
HHHPHHHPPHHPHP;2;-5;66
HHHPHHHPPHHPHP;3;-5;27
HHHPHHHPPHHPHP;4;-5;139
HHHPHHHPPHHPHP;5;-5;49
HHHPHHHPPHHPHP;6;-5;1194
HHHPHHHPPHHPHP;7;-5;128
HHHPHHHPPHHPHP;8;-5;116
HHHPHHHPPHHPHP;9;-5;164
HHHPHHHPPHHPHP;10;-5;1386
HHHPHHHPPHHPHP;11;-5;128
HHHPHHHPPHHPHP;12;-5;942
HHHPHHHPPHHPHP;13;-5;172
PHPPHHPHHHHHHP;0;-5;49
PHPPHHPHHHHHHP;1;-5;60
PHPPHHPHHHHHHP;2;-5;632
PHPPHHPHHHHHHP;3;-5;337
PHPPHHPHHHHHHP;4;-5;158
PHPPHHPHHHHHHP;5;-5;8
PHPPHHPHHHHHHP;6;-5;276
PHPPHHPHHHHHHP;7;-5;1216
PHPPHHPHHHHHHP;8;-5;1059
PHPPHHPHHHHHHP;9;-5;46
PHPPHHPHHHHHHP;10;-5;142
PHPPHHPHHHHHHP;11;-5;34
PHPPHHPHHHHHHP;12;-5;53
PHPPHHPHHHHHHP;13;-5;257
PHPPHHHHHHPPHH;0;-6;2023
PHPPHHHHHHPPHH;1;-5;169
PHPPHHHHHHPPHH;2;-6;3388
PHPPHHHHHHPPHH;3;-6;502
PHPPHHHHHHPPHH;4;-6;2100
PHPPHHHHHHPPHH;5;-6;111
PHPPHHHHHHPPHH;6;-6;1017
PHPPHHHHHHPPHH;7;-5;271
PHPPHHHHHHPPHH;8;-6;1910
PHPPHHHHHHPPHH;9;-6;265
PHPPHHHHHHPPHH;10;-5;102
PHPPHHHHHHPPHH;11;-6;2610
PHPPHHHHHHPPHH;12;-6;682
PHPPHHHHHHPPHH;13;-5;196
PHPHPHHHHPHHPH;0;-5;1147
PHPHPHHHHPHHPH;1;-5;190
PHPHPHHHHPHHPH;2;-5;938
PHPHPHHHHPHHPH;3;-5;1939
PHPHPHHHHPHHPH;4;-5;41
PHPHPHHHHPHHPH;5;-5;128
PHPHPHHHHPHHPH;6;-5;22
PHPHPHHHHPHHPH;7;-5;174
PHPHPHHHHPHHPH;8;-5;258
PHPHPHHHHPHHPH;9;-5;3837
PHPHPHHHHPHHPH;10;-5;282
PHPHPHHHHPHHPH;11;-5;136
PHPHPHHHHPHHPH;12;-5;437
PHPHPHHHHPHHPH;13;-5;483
HHPHHPHPHHHPPH;0;-6;1934
HHPHHPHPHHHPPH;1;-6;57
HHPHHPHPHHHPPH;2;-6;1154
HHPHHPHPHHHPPH;3;-6;45
HHPHHPHPHHHPPH;4;-6;1897
HHPHHPHPHHHPPH;5;-6;127
HHPHHPHPHHHPPH;6;-6;1171
HHPHHPHPHHHPPH;7;-6;965
HHPHHPHPHHHPPH;8;-6;2934
HHPHHPHPHHHPPH;9;-6;1050
HHPHHPHPHHHPPH;10;-6;65
HHPHHPHPHHHPPH;11;-6;3956
HHPHHPHPHHHPPH;12;-5;40
HHPHHPHPHHHPPH;13;-6;1308
PHHPHHHHHHHPPP;0;-4;31
PHHPHHHHHHHPPP;1;-4;35
PHHPHHHHHHHPPP;2;-4;7
PHHPHHHHHHHPPP;3;-4;35
PHHPHHHHHHHPPP;4;-4;379
PHHPHHHHHHHPPP;5;-4;457
PHHPHHHHHHHPPP;6;-4;8
PHHPHHHHHHHPPP;7;-4;56
PHHPHHHHHHHPPP;8;-4;69
PHHPHHHHHHHPPP;9;-4;89
PHHPHHHHHHHPPP;10;-4;64
PHHPHHHHHHHPPP;11;-4;48
PHHPHHHHHHHPPP;12;-4;94
PHHPHHHHHHHPPP;13;-4;207
HPHPHPHHPHHPHH;0;-5;119
HPHPHPHHPHHPHH;1;-5;1622
HPHPHPHHPHHPHH;2;-5;94
HPHPHPHHPHHPHH;3;-5;42
HPHPHPHHPHHPHH;4;-5;24
HPHPHPHHPHHPHH;5;-5;152
HPHPHPHHPHHPHH;6;-5;154
HPHPHPHHPHHPHH;7;-5;23
HPHPHPHHPHHPHH;8;-5;294
HPHPHPHHPHHPHH;9;-5;228
HPHPHPHHPHHPHH;10;-6;1054
HPHPHPHHPHHPHH;11;-5;66
HPHPHPHHPHHPHH;12;-5;1941
HPHPHPHHPHHPHH;13;-5;539
PHHHPHHHHPHPHP;0;-5;161
PHHHPHHHHPHPHP;1;-6;3078
PHHHPHHHHPHPHP;2;-6;2224
PHHHPHHHHPHPHP;3;-5;186
PHHHPHHHHPHPHP;4;-6;1051
PHHHPHHHHPHPHP;5;-5;37
PHHHPHHHHPHPHP;6;-6;3319
PHHHPHHHHPHPHP;7;-5;709
PHHHPHHHHPHPHP;8;-6;114
PHHHPHHHHPHPHP;9;-5;696
PHHHPHHHHPHPHP;10;-5;2460
PHHHPHHHHPHPHP;11;-6;2188
PHHHPHHHHPHPHP;12;-5;208
PHHHPHHHHPHPHP;13;-6;1021
HPPHHHHHHHHPPP;0;-5;1242
HPPHHHHHHHHPPP;1;-4;92
HPPHHHHHHHHPPP;2;-5;3052
HPPHHHHHHHHPPP;3;-5;1156
HPPHHHHHHHHPPP;4;-5;1264
HPPHHHHHHHHPPP;5;-5;64
HPPHHHHHHHHPPP;6;-5;260
HPPHHHHHHHHPPP;7;-5;450
HPPHHHHHHHHPPP;8;-4;82
HPPHHHHHHHHPPP;9;-5;248
HPPHHHHHHHHPPP;10;-5;1147
HPPHHHHHHHHPPP;11;-5;363
HPPHHHHHHHHPPP;12;-5;2436
HPPHHHHHHHHPPP;13;-5;1113
HHPHHHHPPHHPPH;0;-6;1122
HHPHHHHPPHHPPH;1;-6;2992
HHPHHHHPPHHPPH;2;-6;136
HHPHHHHPPHHPPH;3;-6;1026
HHPHHHHPPHHPPH;4;-6;61
HHPHHHHPPHHPPH;5;-6;114
HHPHHHHPPHHPPH;6;-6;940
HHPHHHHPPHHPPH;7;-6;943
HHPHHHHPPHHPPH;8;-6;135
HHPHHHHPPHHPPH;9;-6;99
HHPHHHHPPHHPPH;10;-6;1540
HHPHHHHPPHHPPH;11;-6;67
HHPHHHHPPHHPPH;12;-6;2114
HHPHHHHPPHHPPH;13;-6;132
HHPHHPHHHPPPHH;0;-5;403
HHPHHPHHHPPPHH;1;-5;107
HHPHHPHHHPPPHH;2;-6;3294
HHPHHPHHHPPPHH;3;-5;464
HHPHHPHHHPPPHH;4;-5;109
HHPHHPHHHPPPHH;5;-5;64
HHPHHPHHHPPPHH;6;-5;43
HHPHHPHHHPPPHH;7;-5;50
HHPHHPHHHPPPHH;8;-6;3296
HHPHHPHHHPPPHH;9;-6;1163
HHPHHPHHHPPPHH;10;-5;78
HHPHHPHHHPPPHH;11;-6;216
HHPHHPHHHPPPHH;12;-5;2275
HHPHHPHHHPPPHH;13;-6;4158
HHHPPPHPHHHHHP;0;-4;146
HHHPPPHPHHHHHP;1;-4;506
HHHPPPHPHHHHHP;2;-4;8
HHHPPPHPHHHHHP;3;-4;119
HHHPPPHPHHHHHP;4;-4;171
HHHPPPHPHHHHHP;5;-4;205
HHHPPPHPHHHHHP;6;-4;36
HHHPPPHPHHHHHP;7;-4;146
HHHPPPHPHHHHHP;8;-4;992
HHHPPPHPHHHHHP;9;-4;47
HHHPPPHPHHHHHP;10;-4;233
HHHPPPHPHHHHHP;11;-4;287
HHHPPPHPHHHHHP;12;-4;16
HHHPPPHPHHHHHP;13;-4;45
HPHHHHHPPPHPHH;0;-5;112
HPHHHHHPPPHPHH;1;-5;265
HPHHHHHPPPHPHH;2;-5;60
HPHHHHHPPPHPHH;3;-5;1218
HPHHHHHPPPHPHH;4;-5;728
HPHHHHHPPPHPHH;5;-5;162
HPHHHHHPPPHPHH;6;-5;36
HPHHHHHPPPHPHH;7;-5;684
HPHHHHHPPPHPHH;8;-5;331
HPHHHHHPPPHPHH;9;-5;17
HPHHHHHPPPHPHH;10;-5;153
HPHHHHHPPPHPHH;11;-5;94
HPHHHHHPPPHPHH;12;-5;148
HPHHHHHPPPHPHH;13;-5;49
PHPHHHHPPHHHPH;0;-5;34
PHPHHHHPPHHHPH;1;-5;44
PHPHHHHPPHHHPH;2;-5;771
PHPHHHHPPHHHPH;3;-5;88
PHPHHHHPPHHHPH;4;-5;11
PHPHHHHPPHHHPH;5;-5;79
PHPHHHHPPHHHPH;6;-5;1469
PHPHHHHPPHHHPH;7;-5;212
PHPHHHHPPHHHPH;8;-5;89
PHPHHHHPPHHHPH;9;-5;49
PHPHHHHPPHHHPH;10;-5;107
PHPHHHHPPHHHPH;11;-5;36
PHPHHHHPPHHHPH;12;-5;796
PHPHHHHPPHHHPH;13;-5;248
PHHPHPHPHHPHHH;0;-5;265
PHHPHPHPHHPHHH;1;-5;702
PHHPHPHPHHPHHH;2;-6;1186
PHHPHPHPHHPHHH;3;-5;2047
PHHPHPHPHHPHHH;4;-5;392
PHHPHPHPHHPHHH;5;-5;1226
PHHPHPHPHHPHHH;6;-5;39
PHHPHPHPHHPHHH;7;-5;279
PHHPHPHPHHPHHH;8;-5;36
PHHPHPHPHHPHHH;9;-5;928
PHHPHPHPHHPHHH;10;-6;809
PHHPHPHPHHPHHH;11;-5;6
PHHPHPHPHHPHHH;12;-5;1107
PHHPHPHPHHPHHH;13;-6;3055
HHPHPHPHHHPHPH;0;-5;38
HHPHPHPHHHPHPH;1;-5;54
HHPHPHPHHHPHPH;2;-5;44
HHPHPHPHHHPHPH;3;-5;51
HHPHPHPHHHPHPH;4;-5;303
HHPHPHPHHHPHPH;5;-5;180
HHPHPHPHHHPHPH;6;-5;444
HHPHPHPHHHPHPH;7;-5;357
HHPHPHPHHHPHPH;8;-5;245
HHPHPHPHHHPHPH;9;-5;23
HHPHPHPHHHPHPH;10;-5;196
HHPHPHPHHHPHPH;11;-5;192
HHPHPHPHHHPHPH;12;-5;120
HHPHPHPHHHPHPH;13;-5;222
HHHHPHHPHPPHHP;0;-6;3857
HHHHPHHPHPPHHP;1;-5;176
HHHHPHHPHPPHHP;2;-6;2271
HHHHPHHPHPPHHP;3;-5;68
HHHHPHHPHPPHHP;4;-5;328
HHHHPHHPHPPHHP;5;-5;91
HHHHPHHPHPPHHP;6;-5;206
HHHHPHHPHPPHHP;7;-5;41
HHHHPHHPHPPHHP;8;-5;929
HHHHPHHPHPPHHP;9;-5;68
HHHHPHHPHPPHHP;10;-6;2981
HHHHPHHPHPPHHP;11;-6;3105
HHHHPHHPHPPHHP;12;-6;3875
HHHHPHHPHPPHHP;13;-5;204
PHPHHPHHPHHHHP;0;-5;140
PHPHHPHHPHHHHP;1;-5;1189
PHPHHPHHPHHHHP;2;-5;269
PHPHHPHHPHHHHP;3;-5;2052
PHPHHPHHPHHHHP;4;-5;63
PHPHHPHHPHHHHP;5;-5;1104
PHPHHPHHPHHHHP;6;-5;33
PHPHHPHHPHHHHP;7;-5;114
PHPHHPHHPHHHHP;8;-5;995
PHPHHPHHPHHHHP;9;-5;47
PHPHHPHHPHHHHP;10;-5;981
PHPHHPHHPHHHHP;11;-5;1087
PHPHHPHHPHHHHP;12;-5;2046
PHPHHPHHPHHHHP;13;-5;188
HHHPHHHPHHHPPP;0;-4;6
HHHPHHHPHHHPPP;1;-4;37
HHHPHHHPHHHPPP;2;-4;57
HHHPHHHPHHHPPP;3;-4;47
HHHPHHHPHHHPPP;4;-4;58
HHHPHHHPHHHPPP;5;-4;14
HHHPHHHPHHHPPP;6;-4;91
HHHPHHHPHHHPPP;7;-4;66
HHHPHHHPHHHPPP;8;-4;72
HHHPHHHPHHHPPP;9;-4;85
HHHPHHHPHHHPPP;10;-4;45
HHHPHHHPHHHPPP;11;-4;187
HHHPHHHPHHHPPP;12;-4;86
HHHPHHHPHHHPPP;13;-4;31
HPHHHPHPHHPHPH;0;-6;1852
HPHHHPHPHHPHPH;1;-6;457
HPHHHPHPHHPHPH;2;-6;292
HPHHHPHPHHPHPH;3;-6;376
HPHHHPHPHHPHPH;4;-6;1452
HPHHHPHPHHPHPH;5;-6;102
HPHHHPHPHHPHPH;6;-6;1047
HPHHHPHPHHPHPH;7;-6;2854
HPHHHPHPHHPHPH;8;-6;3889
HPHHHPHPHHPHPH;9;-6;1172
HPHHHPHPHHPHPH;10;-6;87
HPHHHPHPHHPHPH;11;-6;1223
HPHHHPHPHHPHPH;12;-6;1018
HPHHHPHPHHPHPH;13;-6;1891
HHHHHHHPPHPHPP;0;-5;24
HHHHHHHPPHPHPP;1;-5;70
HHHHHHHPPHPHPP;2;-5;47
HHHHHHHPPHPHPP;3;-5;60
HHHHHHHPPHPHPP;4;-5;733
HHHHHHHPPHPHPP;5;-5;936
HHHHHHHPPHPHPP;6;-5;939
HHHHHHHPPHPHPP;7;-5;926
HHHHHHHPPHPHPP;8;-5;312
HHHHHHHPPHPHPP;9;-5;1879
