start,1498414652.541868
Start Anneal,0.004185914993286133,1
Score Iteration,-3,11,0.9416228069143758
Score Iteration,-5,13,0.932230119415405
Score Iteration,-7,29,0.8603841919146964
Score Iteration,-8,103,0.5937455908197754
Score Iteration,-9,105,0.5878229785513481
Score Iteration,-10,141,0.4907693883854628
Score Iteration,-11,148,0.47384797730822703
Result SA test130,0.004185914993286133,6.921725034713745,919,-11
Start Anneal,6.921728134155273,1.1
Result SA test130,6.921728134155273,21.331279039382935,1857,-11
Start Anneal,21.331284046173096,1.2100000000000002
Result SA test130,21.331284046173096,37.295021057128906,2814,-11
Start Anneal,37.295023918151855,1.3310000000000004
Result SA test130,37.295023918151855,47.277292013168335,3790,-11
Start Anneal,47.277297019958496,1.4641000000000006
Result SA test130,47.277297019958496,60.52014493942261,4785,-11
Start Anneal,60.52014994621277,1.6105100000000008
Result SA test130,60.52014994621277,75.65130710601807,5799,-11
Start Anneal,75.65131211280823,1.771561000000001
Result SA test130,75.65131211280823,94.04097008705139,6832,-11
Start Anneal,94.04097414016724,1.9487171000000014
Result SA test130,94.04097414016724,106.82489204406738,7884,-11
Start Anneal,106.82489705085754,2.1435888100000016
Result SA test130,106.82489705085754,119.54229402542114,8955,-11
Start Anneal,119.54229998588562,2.357947691000002
Result SA test130,119.54229998588562,141.0990481376648,10045,-11
Start Anneal,141.09905314445496,2.5937424601000023
Result SA test130,141.09905314445496,159.09976410865784,11154,-11
Start Anneal,159.099769115448,2.853116706110003
Result SA test130,159.099769115448,178.435800075531,12282,-11
Start Anneal,178.43580198287964,3.1384283767210035
Result SA test130,178.43580198287964,186.63692808151245,13429,-11
Start Anneal,186.6369309425354,3.4522712143931042
Result SA test130,186.6369309425354,201.97364497184753,14595,-11
Start Anneal,201.973650932312,3.797498335832415
Result SA test130,201.973650932312,215.0417160987854,15780,-11
Start Anneal,215.04172205924988,4.177248169415656
Result SA test130,215.04172205924988,233.05699014663696,16984,-11
Start Anneal,233.0569930076599,4.594972986357222
Result SA test130,233.0569930076599,246.9323959350586,18207,-11
Start Anneal,246.93240094184875,5.054470284992944
Result SA test130,246.93240094184875,263.1720929145813,19449,-11
Start Anneal,263.1720960140228,5.559917313492239
Result SA test130,263.1720960140228,273.5961170196533,20710,-11
Start Anneal,273.59612107276917,6.115909044841463
Result SA test130,273.59612107276917,288.3685209751129,21991,-11
