start,1497917493.216076
Start Anneal,0.0028340816497802734,1
Score Iteration,-9,0,0.995
Score Iteration,-10,486,0.08706434220766697
Score Iteration,-11,549,0.06348840406243203
Result SA test143,0.0028340816497802734,14.834359169006348,919,-11
Start Anneal,14.834362030029297,1.1
Result SA test143,14.834362030029297,22.0120370388031,1857,-11
Start Anneal,22.01204013824463,1.2100000000000002
Result SA test143,22.01204013824463,28.07605218887329,2814,-11
Start Anneal,28.076054096221924,1.3310000000000004
Result SA test143,28.076054096221924,34.69960021972656,3790,-11
Start Anneal,34.69960308074951,1.4641000000000006
Result SA test143,34.69960308074951,43.902841091156006,4785,-11
Start Anneal,43.902844190597534,1.6105100000000008
Result SA test143,43.902844190597534,55.27856922149658,5799,-11
Start Anneal,55.27857208251953,1.771561000000001
Result SA test143,55.27857208251953,68.21010518074036,6832,-11
Start Anneal,68.21010899543762,1.9487171000000014
Result SA test143,68.21010899543762,74.76911115646362,7884,-11
Start Anneal,74.76911401748657,2.1435888100000016
Result SA test143,74.76911401748657,81.6505401134491,8955,-11
Start Anneal,81.65054202079773,2.357947691000002
Result SA test143,81.65054202079773,89.30891513824463,10045,-11
Start Anneal,89.30891799926758,2.5937424601000023
Result SA test143,89.30891799926758,100.69883298873901,11154,-11
Start Anneal,100.69883608818054,2.853116706110003
Result SA test143,100.69883608818054,114.46574902534485,12282,-11
Start Anneal,114.46575212478638,3.1384283767210035
Result SA test143,114.46575212478638,120.38070917129517,13429,-11
Start Anneal,120.38071203231812,3.4522712143931042
Result SA test143,120.38071203231812,136.30325412750244,14595,-11
Start Anneal,136.3032569885254,3.797498335832415
Result SA test143,136.3032569885254,144.40551710128784,15780,-11
Start Anneal,144.40552020072937,4.177248169415656
Result SA test143,144.40552020072937,154.36047220230103,16984,-11
Start Anneal,154.36047506332397,4.594972986357222
Score Iteration,-12,17804,0.07499499055619203
Result SA test143,154.36047506332397,162.58952808380127,18207,-12
Start Anneal,162.5895311832428,5.054470284992944
Result SA test143,162.5895311832428,169.54372215270996,19449,-12
Start Anneal,169.5437250137329,5.559917313492239
Result SA test143,169.5437250137329,175.6679651737213,20710,-12
Start Anneal,175.66796803474426,6.115909044841463
Result SA test143,175.66796803474426,184.37586903572083,21991,-12
